RDM Export File,,,,,,,,,,,,,,,,,,,
Project Name: Bubu,,,,,,,,,,,,,,,,,,,
Project Location: ,,,,,,,,,,,,,,,,,,,
Operator: tyler,,,,,,,,,,,,,,,,,,,
Project Comments: ,,,,,,,,,,,,,,,,,,,
Y-Coordinate Reference: ,,,,,,,,,,,,,,,,,,,
Y-Coordinate Reference Side: Right,,,,,,,,,,,,,,,,,,,
Y-Offset from Reference (ft): 0,,,,,,,,,,,,,,,,,,,
File Name: Sample2,,,,,,,,,,,,,,,,,,,
Creation Date and Time: 2017-05-08.10:52:41,,,,,,,,,,,,,,,,,,,
File Comments: sb,,,,,,,,,,,,,,,,,,,
Moving Average Window Size (ft): 0.50,,,,,,,,,,,,,,,,,,,
Output Interval (ft): 0.50,,,,,,,,,,,,,,,,,,,
Distance (ft), Station, Longitude (°), Latitude (°), Elevation (m),Y-Coord (ft),Dielectric,Signal Quality,Longitude (°), Latitude (°), Elevation (m),Y-Coord (ft),Dielectric,Signal Quality,Longitude (°), Latitude (°), Elevation (m),Y-Coord (ft),Dielectric,Signal Quality
6078,60+78.00,-97.45617238,31.65122634,214.23,2.75,5.14,95.16,-97.45617961,31.651222,214.23,0,5.41,95.97,-97.45618684,31.65121765,214.23,-2.75,5.23,95.36
6079,60+79.00,-97.45617079,31.65122442,214.3,2.75,5.18,95.16,-97.45617802,31.65122007,214.3,0,5.4,95.76,-97.45618525,31.65121572,214.3,-2.75,5.21,95.37
6079.5,60+79.50,-97.45617008,31.65122361,214.3,2.75,5.21,95.15,-97.45617732,31.65121926,214.3,0,5.4,95.75,-97.45618455,31.65121492,214.3,-2.75,5.16,95.31
6080,60+80.00,-97.45616833,31.65122161,214.3,2.75,5.21,95.13,-97.45617556,31.65121726,214.3,0,5.38,95.73,-97.4561828,31.65121292,214.3,-2.75,5.29,95.34
6080.5,60+80.50,-97.45616734,31.65122042,214.3,2.75,5.19,95.14,-97.45617458,31.65121608,214.3,0,5.35,95.75,-97.45618181,31.65121174,214.3,-2.75,5.25,95.38
6081,60+81.00,-97.45616605,31.65121885,214.3,2.75,5.16,95.2,-97.45617328,31.6512145,214.3,0,5.46,95.75,-97.45618051,31.65121016,214.3,-2.75,5.21,95.47
6082,60+82.00,-97.45616524,31.65121792,214.3,2.75,5.33,95.24,-97.45617248,31.65121357,214.3,0,5.46,95.75,-97.45617971,31.65120923,214.3,-2.75,5.23,95.48
6082.5,60+82.50,-97.45616388,31.65121621,214.3,2.75,5.37,95.2,-97.45617113,31.65121188,214.3,0,5.42,95.77,-97.45617837,31.65120755,214.3,-2.75,5.28,95.48
6083,60+83.00,-97.456163,31.65121507,214.3,2.75,5.32,95.21,-97.45617025,31.65121075,214.3,0,5.43,95.76,-97.4561775,31.65120643,214.3,-2.75,5.24,95.41
6083.5,60+83.50,-97.45616216,31.65121407,214.3,2.75,5.31,95.16,-97.45616941,31.65120974,214.3,0,5.42,95.8,-97.45617666,31.65120542,214.3,-2.75,5.26,95.41
6084,60+84.00,-97.45616073,31.65121241,214.3,2.75,5.3,95.13,-97.45616798,31.65120808,214.3,0,5.37,95.84,-97.45617522,31.65120375,214.3,-2.75,5.2,95.41
6085,60+85.00,-97.45615982,31.6512112,214.3,2.75,5.38,95.26,-97.45616707,31.65120688,214.3,0,5.44,95.85,-97.45617432,31.65120256,214.3,-2.75,5.22,95.4
6085.5,60+85.50,-97.45615837,31.65120942,214.36,2.75,5.41,95.3,-97.45616563,31.6512051,214.36,0,5.49,95.84,-97.45617288,31.65120078,214.36,-2.75,5.33,95.29
6086,60+86.00,-97.45615762,31.65120851,214.4,2.75,5.4,95.3,-97.45616488,31.65120419,214.4,0,5.46,95.81,-97.45617213,31.65119987,214.4,-2.75,5.3,95.32
6086.5,60+86.50,-97.45615672,31.65120665,214.35,2.75,5.41,95.29,-97.45616399,31.65120235,214.35,0,5.44,95.86,-97.45617125,31.65119805,214.35,-2.75,5.23,95.33
6087,60+87.00,-97.4561565,31.65120564,214.3,2.75,5.39,95.31,-97.45616376,31.65120134,214.3,0,5.52,95.87,-97.45617103,31.65119704,214.3,-2.75,5.2,95.33
6088,60+88.00,-97.45615521,31.65120356,214.3,2.75,5.36,95.29,-97.45616249,31.65119928,214.3,0,5.45,95.91,-97.45616977,31.65119499,214.3,-2.75,5.22,95.33
6088.5,60+88.50,-97.45615443,31.65120259,214.3,2.75,5.28,95.41,-97.45616171,31.65119831,214.3,0,5.41,95.92,-97.456169,31.65119403,214.3,-2.75,5.24,95.29
6089,60+89.00,-97.45615306,31.65120089,214.3,2.75,5.13,95.42,-97.45616039,31.65119666,214.3,0,5.44,95.97,-97.45616772,31.65119243,214.3,-2.75,5.17,95.27
6089.5,60+89.50,-97.45615225,31.6511999,214.3,2.75,5.11,95.44,-97.45615958,31.65119567,214.3,0,5.47,95.87,-97.4561669,31.65119144,214.3,-2.75,5.27,95.25
6090,60+90.00,-97.45615138,31.65119882,214.3,2.75,5.18,95.44,-97.45615878,31.65119469,214.3,0,5.48,95.86,-97.45616619,31.65119056,214.3,-2.75,5.3,95.26
6091,60+91.00,-97.45614912,31.6511969,214.3,2.75,5.17,95.52,-97.45615655,31.6511928,214.3,0,5.46,95.87,-97.45616398,31.65118871,214.3,-2.75,5.16,95.27
6091.5,60+91.50,-97.45614839,31.65119609,214.3,2.75,5.22,95.49,-97.45615587,31.65119205,214.3,0,5.41,95.91,-97.45616335,31.65118802,214.3,-2.75,5.2,95.29
6092,60+92.00,-97.45614656,31.65119373,214.3,2.75,5.26,95.48,-97.45615414,31.65118984,214.3,0,5.5,95.91,-97.45616172,31.65118594,214.3,-2.75,5.26,95.27
6092.5,60+92.50,-97.45614608,31.65119304,214.3,2.75,5.23,95.51,-97.45615367,31.65118917,214.3,0,5.4,96.05,-97.45616125,31.65118529,214.3,-2.75,5.22,95.28
6093,60+93.00,-97.45614441,31.65119054,214.4,2.75,5.22,95.56,-97.456152,31.65118667,214.4,0,5.51,96.05,-97.45615959,31.65118279,214.4,-2.75,5.28,95.34
6094,60+94.00,-97.45614391,31.65118991,214.4,2.75,5.28,95.52,-97.45615148,31.65118602,214.4,0,5.5,96.14,-97.45615906,31.65118212,214.4,-2.75,5.25,95.24
6094.5,60+94.50,-97.4561433,31.6511892,214.4,2.75,5.32,95.47,-97.45615077,31.65118516,214.4,0,5.49,96.14,-97.45615825,31.65118113,214.4,-2.75,5.2,95.28
6095,60+95.00,-97.45614184,31.65118693,214.49,2.75,5.23,95.4,-97.45614928,31.65118285,214.49,0,5.52,96.11,-97.45615672,31.65117877,214.49,-2.75,5.2,95.25
6095.5,60+95.50,-97.45614102,31.6511859,214.5,2.75,5.29,95.39,-97.45614846,31.65118181,214.5,0,5.49,95.93,-97.45615589,31.65117773,214.5,-2.75,5.31,95.35
6096,60+96.00,-97.45614023,31.6511848,214.5,2.75,5.25,95.43,-97.45614771,31.65118077,214.5,0,5.54,95.81,-97.45615519,31.65117674,214.5,-2.75,5.26,95.34
6097,60+97.00,-97.45613855,31.65118254,214.5,2.75,5.32,95.41,-97.45614612,31.65117865,214.5,0,5.49,95.77,-97.4561537,31.65117475,214.5,-2.75,5.19,95.34
6097.5,60+97.50,-97.45613784,31.65118137,214.5,2.75,5.35,95.46,-97.45614543,31.65117749,214.5,0,5.5,95.79,-97.45615301,31.65117362,214.5,-2.75,5.21,95.33
6098,60+98.00,-97.45613715,31.65118044,214.5,2.75,5.34,95.45,-97.45614474,31.65117656,214.5,0,5.46,95.66,-97.45615233,31.65117269,214.5,-2.75,5.29,95.34
6098.5,60+98.50,-97.45613554,31.6511781,214.5,2.75,5.28,95.47,-97.45614313,31.65117422,214.5,0,5.5,95.75,-97.45615072,31.65117035,214.5,-2.75,5.22,95.35
6099,60+99.00,-97.45613466,31.65117646,214.55,2.75,5.31,95.47,-97.45614225,31.65117258,214.55,0,5.46,95.73,-97.45614984,31.65116871,214.55,-2.75,5.3,95.31
6100,61+0.00,-97.45613392,31.65117506,214.6,2.75,5.29,95.53,-97.4561415,31.65117117,214.6,0,5.58,95.76,-97.45614908,31.65116727,214.6,-2.75,5.34,95.3
6100.5,61+0.50,-97.45613263,31.65117331,214.6,2.75,5.34,95.51,-97.45614021,31.65116942,214.6,0,5.49,95.76,-97.45614778,31.65116552,214.6,-2.75,5.17,95.26
6101,61+1.00,-97.45613166,31.65117204,214.6,2.75,5.31,95.49,-97.45613925,31.65116817,214.6,0,5.4,95.77,-97.45614684,31.65116429,214.6,-2.75,5.28,95.29
6101.5,61+1.50,-97.45613082,31.65117093,214.6,2.75,5.36,95.47,-97.45613839,31.65116704,214.6,0,5.48,95.79,-97.45614597,31.65116314,214.6,-2.75,5.2,95.32
6102,61+2.00,-97.45612925,31.65116895,214.6,2.75,5.4,95.6,-97.45613679,31.651165,214.6,0,5.43,95.77,-97.45614433,31.65116105,214.6,-2.75,5.28,95.38
6103,61+3.00,-97.45612852,31.65116796,214.6,2.75,5.32,95.61,-97.45613606,31.65116401,214.6,0,5.41,95.8,-97.4561436,31.65116006,214.6,-2.75,5.15,95.37
6103.5,61+3.50,-97.45612777,31.65116676,214.62,2.75,5.32,95.62,-97.45613531,31.65116281,214.62,0,5.45,95.82,-97.45614284,31.65115886,214.62,-2.75,5.22,95.24
6104,61+4.00,-97.45612653,31.65116465,214.7,2.75,5.31,95.68,-97.45613397,31.65116057,214.7,0,5.46,95.78,-97.45614141,31.65115649,214.7,-2.75,5.18,95.2
6104.5,61+4.50,-97.45612591,31.65116384,214.7,2.75,5.27,95.69,-97.45613331,31.65115971,214.7,0,5.46,95.76,-97.45614071,31.65115558,214.7,-2.75,5.24,95.19
6105,61+5.00,-97.45612488,31.65116253,214.7,2.75,5.28,95.66,-97.45613228,31.65115839,214.7,0,5.45,95.74,-97.45613968,31.65115426,214.7,-2.75,5.22,95.17
6106,61+6.00,-97.45612404,31.6511616,214.7,2.75,5.37,95.68,-97.45613144,31.65115747,214.7,0,5.45,95.82,-97.45613884,31.65115334,214.7,-2.75,5.22,95.15
6106.5,61+6.50,-97.4561225,31.65115956,214.7,2.75,5.3,95.72,-97.45612988,31.65115541,214.7,0,5.5,95.87,-97.45613726,31.65115125,214.7,-2.75,5.3,95.16
6107,61+7.00,-97.45612164,31.65115852,214.7,2.75,5.36,95.71,-97.456129,31.65115433,214.7,0,5.49,95.87,-97.45613636,31.65115015,214.7,-2.75,5.22,95.23
6107.5,61+7.50,-97.45612062,31.65115685,214.76,2.75,5.24,95.71,-97.45612798,31.65115267,214.76,0,5.45,95.87,-97.45613533,31.65114848,214.76,-2.75,5.22,95.28
6108,61+8.00,-97.45611987,31.65115563,214.8,2.75,5.32,95.66,-97.45612723,31.65115144,214.8,0,5.44,95.85,-97.45613459,31.65114725,214.8,-2.75,5.17,95.29
6109,61+9.00,-97.45611895,31.65115453,214.8,2.75,5.33,95.59,-97.45612631,31.65115034,214.8,0,5.44,95.89,-97.45613367,31.65114615,214.8,-2.75,5.21,95.25
6109.5,61+9.50,-97.45611729,31.65115245,214.85,2.75,5.28,95.63,-97.45612465,31.65114826,214.85,0,5.5,95.87,-97.45613201,31.65114407,214.85,-2.75,5.18,95.27
6110,61+10.00,-97.45611636,31.65115122,214.9,2.75,5.24,95.59,-97.45612372,31.65114703,214.9,0,5.42,95.81,-97.45613108,31.65114284,214.9,-2.75,5.19,95.16
6110.5,61+10.50,-97.45611564,31.65115036,214.9,2.75,5.2,95.72,-97.456123,31.65114617,214.9,0,5.43,95.82,-97.45613036,31.65114198,214.9,-2.75,5.13,95.15
6111,61+11.00,-97.45611414,31.65114847,214.9,2.75,5.21,95.72,-97.45612149,31.65114426,214.9,0,5.43,95.79,-97.45612883,31.65114005,214.9,-2.75,5.2,95.15
6112,61+12.00,-97.45611334,31.6511474,214.9,2.75,5.22,95.8,-97.45612067,31.65114317,214.9,0,5.52,95.82,-97.45612799,31.65113893,214.9,-2.75,5.26,95.17
6112.5,61+12.50,-97.45611289,31.65114636,214.9,2.75,5.19,95.77,-97.45612023,31.65114215,214.9,0,5.48,95.78,-97.45612757,31.65113794,214.9,-2.75,5.22,95.18
6113,61+13.00,-97.45611114,31.65114436,215,2.75,5.17,95.73,-97.4561185,31.65114017,215,0,5.42,95.8,-97.45612586,31.65113598,215,-2.75,5.14,95.21
6113.5,61+13.50,-97.45611031,31.65114336,215,2.75,5.18,95.71,-97.45611767,31.65113917,215,0,5.45,95.78,-97.45612503,31.65113498,215,-2.75,5.19,95.12
6114,61+14.00,-97.45610885,31.65114159,215,2.75,5.14,95.68,-97.45611621,31.65113741,215,0,5.42,95.8,-97.45612357,31.65113322,215,-2.75,5.17,95.08
6115,61+15.00,-97.45610799,31.65114054,215,2.75,5.19,95.7,-97.45611533,31.65113633,215,0,5.35,95.8,-97.45612268,31.65113213,215,-2.75,5.19,95.03
6115.5,61+15.50,-97.45610661,31.65113885,215,2.75,5.15,95.73,-97.45611393,31.65113462,215,0,5.42,95.73,-97.45612126,31.65113039,215,-2.75,5.2,95.02
6116,61+16.00,-97.45610668,31.65113773,215,2.75,5.15,95.75,-97.456114,31.6511335,215,0,5.42,95.72,-97.45612132,31.65112927,215,-2.75,5.31,95.02
6116.5,61+16.50,-97.45610684,31.65113673,215,2.75,5.19,95.67,-97.45611417,31.6511325,215,0,5.51,95.81,-97.45612149,31.65112827,215,-2.75,5.22,94.95
6117,61+17.00,-97.45610502,31.65113471,215,2.75,5.17,95.66,-97.45611238,31.65113052,215,0,5.45,95.81,-97.45611974,31.65112633,215,-2.75,5.17,94.99
6118,61+18.00,-97.45610427,31.65113381,215,2.75,5.18,95.66,-97.45611167,31.65112967,215,0,5.49,95.84,-97.45611906,31.65112553,215,-2.75,5.23,94.97
6118.5,61+18.50,-97.4561026,31.65113195,215,2.75,5.08,95.75,-97.45611012,31.65112798,215,0,5.42,95.8,-97.45611764,31.65112401,215,-2.75,5.24,94.87
6119,61+19.00,-97.45610167,31.65113091,215,2.75,5.16,95.73,-97.45610917,31.65112692,215,0,5.49,95.76,-97.45611668,31.65112293,215,-2.75,5.26,94.84
6119.5,61+19.50,-97.45610018,31.65112879,214.98,2.75,5.19,95.73,-97.45610758,31.65112465,214.98,0,5.51,95.72,-97.45611497,31.65112051,214.98,-2.75,5.31,94.83
6120,61+20.00,-97.45610033,31.65112811,214.93,2.75,5.17,95.74,-97.45610773,31.65112397,214.93,0,5.53,95.71,-97.45611513,31.65111983,214.93,-2.75,5.27,94.79
6121,61+21.00,-97.45610016,31.65112729,214.9,2.75,5.12,95.77,-97.45610764,31.65112326,214.9,0,5.56,95.66,-97.45611513,31.65111924,214.9,-2.75,5.25,94.86
6121.5,61+21.50,-97.45609866,31.65112544,214.9,2.75,5.14,95.76,-97.45610617,31.65112145,214.9,0,5.44,95.65,-97.45611368,31.65111746,214.9,-2.75,5.25,94.75
6122,61+22.00,-97.45609783,31.65112448,214.94,2.75,5.17,95.69,-97.45610535,31.65112052,214.94,0,5.44,95.6,-97.45611288,31.65111656,214.94,-2.75,5.32,94.79
6122.5,61+22.50,-97.45609621,31.65112256,215,2.75,5.12,95.7,-97.45610371,31.65111857,215,0,5.5,95.63,-97.45611122,31.65111458,215,-2.75,5.28,94.8
6123,61+23.00,-97.45609544,31.65112148,215,2.75,5.09,95.66,-97.45610292,31.65111745,215,0,5.51,95.64,-97.45611041,31.65111343,215,-2.75,5.23,94.8
6124,61+24.00,-97.456094,31.65111949,215,2.75,5.16,95.67,-97.45610145,31.65111543,215,0,5.51,95.55,-97.4561089,31.65111136,215,-2.75,5.35,94.92
6124.5,61+24.50,-97.45609341,31.65111831,214.97,2.75,5.14,95.68,-97.45610089,31.65111428,214.97,0,5.47,95.61,-97.45610837,31.65111026,214.97,-2.75,5.33,94.87
6125,61+25.00,-97.45609297,31.65111719,214.92,2.75,5.13,95.55,-97.45610047,31.65111319,214.92,0,5.36,95.6,-97.45610798,31.6511092,214.92,-2.75,5.29,94.91
6125.5,61+25.50,-97.45609165,31.65111535,214.9,2.75,5.2,95.56,-97.45609916,31.65111136,214.9,0,5.44,95.5,-97.45610667,31.65110738,214.9,-2.75,5.22,94.89
6126,61+26.00,-97.45609047,31.65111375,214.93,2.75,5.19,95.56,-97.456098,31.65110979,214.93,0,5.49,95.48,-97.45610552,31.65110582,214.93,-2.75,5.27,94.88
6127,61+27.00,-97.45608914,31.6511123,215,2.75,5.19,95.56,-97.45609667,31.65110833,215,0,5.57,95.44,-97.45610419,31.65110437,215,-2.75,5.29,94.88
6127.5,61+27.50,-97.45608838,31.65111125,215,2.75,5.07,95.56,-97.45609589,31.65110727,215,0,5.46,95.46,-97.4561034,31.65110328,215,-2.75,5.3,94.87
6128,61+28.00,-97.45608771,31.65111035,215,2.75,5.09,95.55,-97.45609521,31.65110636,215,0,5.54,95.48,-97.45610272,31.65110236,215,-2.75,5.33,94.89
6128.5,61+28.50,-97.45608777,31.65110884,214.92,2.75,5.1,95.49,-97.45609528,31.65110485,214.92,0,5.44,95.56,-97.45610278,31.65110086,214.92,-2.75,5.28,94.97
6129,61+29.00,-97.45608724,31.65110774,214.9,2.75,5.11,95.48,-97.45609475,31.65110375,214.9,0,5.46,95.49,-97.45610226,31.65109976,214.9,-2.75,5.29,95.05
6130,61+30.00,-97.45608552,31.65110583,214.9,2.75,5.13,95.45,-97.45609303,31.65110184,214.9,0,5.55,95.48,-97.45610054,31.65109786,214.9,-2.75,5.21,95.01
6130.5,61+30.50,-97.45608459,31.65110468,214.9,2.75,5.05,95.41,-97.4560921,31.6511007,214.9,0,5.45,95.48,-97.45609962,31.65109671,214.9,-2.75,5.23,94.99
6131,61+31.00,-97.4560839,31.65110375,214.9,2.75,5.21,95.37,-97.45609141,31.65109977,214.9,0,5.51,95.49,-97.45609892,31.65109578,214.9,-2.75,5.39,94.97
6131.5,61+31.50,-97.45608254,31.65110185,214.9,2.75,5.13,95.59,-97.45609004,31.65109785,214.9,0,5.4,95.48,-97.45609755,31.65109386,214.9,-2.75,5.2,94.95
6132,61+32.00,-97.4560818,31.65110079,214.9,2.75,5.05,95.59,-97.45608929,31.65109677,214.9,0,5.5,95.51,-97.45609677,31.65109274,214.9,-2.75,5.33,95
6133,61+33.00,-97.45608156,31.65109947,214.9,2.75,5.2,95.6,-97.45608901,31.6510954,214.9,0,5.46,95.31,-97.45609647,31.65109134,214.9,-2.75,5.22,95.03
6133.5,61+33.50,-97.4560803,31.65109726,214.9,2.75,5.17,95.58,-97.45608775,31.6510932,214.9,0,5.42,95.34,-97.4560952,31.65108913,214.9,-2.75,5.26,95.03
6134,61+34.00,-97.45607939,31.65109615,214.9,2.75,5.21,95.54,-97.45608688,31.65109213,214.9,0,5.47,95.27,-97.45609436,31.6510881,214.9,-2.75,5.24,95.04
6134.5,61+34.50,-97.45607863,31.65109522,214.9,2.75,5.08,95.55,-97.45608614,31.65109124,214.9,0,5.47,95.24,-97.45609366,31.65108726,214.9,-2.75,5.24,94.99
6135,61+35.00,-97.45607705,31.65109332,215,2.75,5.19,95.55,-97.45608456,31.65108934,215,0,5.48,95.27,-97.45609207,31.65108535,215,-2.75,5.22,95.02
6136,61+36.00,-97.45607612,31.65109222,215,2.75,5.22,95.62,-97.45608358,31.65108816,215,0,5.45,95.3,-97.45609103,31.65108409,215,-2.75,5.3,94.89
6136.5,61+36.50,-97.4560749,31.65109053,214.98,2.75,5.22,95.61,-97.45608233,31.65108644,214.98,0,5.42,95.35,-97.45608976,31.65108235,214.98,-2.75,5.2,94.92
6137,61+37.00,-97.4560749,31.65108987,214.93,2.75,5.19,95.63,-97.45608233,31.65108578,214.93,0,5.44,95.34,-97.45608976,31.65108169,214.93,-2.75,5.21,94.95
6137.5,61+37.50,-97.45607454,31.651089,214.94,2.75,5.19,95.62,-97.45608197,31.6510849,214.94,0,5.44,95.36,-97.4560894,31.65108081,214.94,-2.75,5.25,95.05
6138,61+38.00,-97.45607273,31.65108664,215,2.75,5.33,95.67,-97.45608015,31.65108254,215,0,5.46,95.34,-97.45608758,31.65107844,215,-2.75,5.25,95.01
6139,61+39.00,-97.45607206,31.65108571,215,2.75,5.34,95.68,-97.45607948,31.65108161,215,0,5.46,95.26,-97.4560869,31.6510775,215,-2.75,5.25,95.04
6139.5,61+39.50,-97.45607128,31.65108472,215,2.75,5.23,95.71,-97.45607869,31.6510806,215,0,5.55,95.23,-97.4560861,31.65107648,215,-2.75,5.2,95.07
6140,61+40.00,-97.45606982,31.65108281,215,2.75,5.35,95.83,-97.4560772,31.65107866,215,0,5.45,95.22,-97.45608459,31.65107451,215,-2.75,5.2,95.07
6140.5,61+40.50,-97.45606897,31.65108165,215,2.75,5.31,95.86,-97.45607636,31.6510775,215,0,5.41,95.21,-97.45608374,31.65107334,215,-2.75,5.25,95.09
6141,61+41.00,-97.45606833,31.65108065,215,2.75,5.37,95.82,-97.45607571,31.6510765,215,0,5.48,95.19,-97.4560831,31.65107234,215,-2.75,5.14,95.1
6142,61+42.00,-97.45606732,31.65107899,215,2.75,5.32,95.85,-97.45607471,31.65107483,215,0,5.44,95.17,-97.45608209,31.65107068,215,-2.75,5.21,95.09
6142.5,61+42.50,-97.45606674,31.65107809,215,2.75,5.31,95.84,-97.45607412,31.65107393,215,0,5.44,95.24,-97.45608151,31.65106978,215,-2.75,5.31,95.09
6143,61+43.00,-97.45606494,31.65107599,215,2.75,5.45,95.82,-97.45607232,31.65107184,215,0,5.4,95.26,-97.45607971,31.65106768,215,-2.75,5.22,95.09
6143.5,61+43.50,-97.45606441,31.65107536,215,2.75,5.49,95.79,-97.4560718,31.65107121,215,0,5.35,95.3,-97.45607918,31.65106705,215,-2.75,5.25,95.1
6144,61+44.00,-97.45606279,31.65107317,215,2.75,5.36,95.76,-97.45607017,31.651069,215,0,5.43,95.34,-97.45607754,31.65106483,215,-2.75,5.24,95.11
6145,61+45.00,-97.45606198,31.65107237,215,2.75,5.43,95.81,-97.45606933,31.65106817,215,0,5.44,95.41,-97.45607668,31.65106397,215,-2.75,5.21,95.16
6145.5,61+45.50,-97.4560602,31.65107126,215,2.75,5.59,95.83,-97.45606755,31.65106705,215,0,5.45,95.37,-97.45607489,31.65106284,215,-2.75,5.24,95.19
6146,61+46.00,-97.45605953,31.65107059,215,2.75,5.48,95.83,-97.45606683,31.65106633,215,0,5.45,95.32,-97.45607414,31.65106208,215,-2.75,5.22,95.19
6146.5,61+46.50,-97.4560587,31.65106957,215.06,2.75,5.37,95.8,-97.45606596,31.65106527,215.06,0,5.44,95.28,-97.45607322,31.65106096,215.06,-2.75,5.26,95.18
6147,61+47.00,-97.45605724,31.65106782,215.1,2.75,5.42,95.78,-97.4560645,31.6510635,215.1,0,5.45,95.31,-97.45607176,31.65105918,215.1,-2.75,5.16,95.11
6148,61+48.00,-97.45605658,31.65106682,215.1,2.75,5.52,95.77,-97.45606383,31.6510625,215.1,0,5.47,95.31,-97.45607108,31.65105818,215.1,-2.75,5.18,95.06
6148.5,61+48.50,-97.45605483,31.65106485,215.1,2.75,5.44,95.78,-97.45606205,31.6510605,215.1,0,5.45,95.32,-97.45606928,31.65105615,215.1,-2.75,5.23,95.06
6149,61+49.00,-97.45605418,31.65106393,215.1,2.75,5.37,95.79,-97.45606141,31.65105957,215.1,0,5.46,95.27,-97.45606863,31.65105522,215.1,-2.75,5.25,95.16
6149.5,61+49.50,-97.45605354,31.65106328,215.1,2.75,5.3,95.77,-97.45606076,31.65105893,215.1,0,5.41,95.27,-97.45606799,31.65105457,215.1,-2.75,5.18,95.17
6150,61+50.00,-97.45605192,31.65106097,215.1,2.75,5.39,95.75,-97.45605915,31.65105661,215.1,0,5.48,95.28,-97.45606638,31.65105226,215.1,-2.75,5.21,95.2
6151,61+51.00,-97.45605137,31.6510603,215.1,2.75,5.31,95.67,-97.45605859,31.65105595,215.1,0,5.44,95.23,-97.45606582,31.65105159,215.1,-2.75,5.22,95.17
6151.5,61+51.50,-97.45604942,31.65105777,215.2,2.75,5.29,95.7,-97.45605665,31.65105341,215.2,0,5.45,95.23,-97.45606387,31.65104906,215.2,-2.75,5.2,95.19
6152,61+52.00,-97.45604873,31.65105694,215.2,2.75,5.27,95.69,-97.45605596,31.65105259,215.2,0,5.51,95.18,-97.45606319,31.65104823,215.2,-2.75,5.16,95.2
6152.5,61+52.50,-97.45604811,31.65105619,215.2,2.75,5.3,95.76,-97.45605533,31.65105183,215.2,0,5.45,95.19,-97.45606256,31.65104748,215.2,-2.75,5.27,95.16
6153,61+53.00,-97.45604616,31.65105383,215.2,2.75,5.21,95.76,-97.45605338,31.65104948,215.2,0,5.46,95.19,-97.45606061,31.65104512,215.2,-2.75,5.16,95.15
6154,61+54.00,-97.45604546,31.65105297,215.2,2.75,5.24,95.82,-97.45605268,31.65104861,215.2,0,5.42,95.22,-97.45605991,31.65104426,215.2,-2.75,5.19,95.17
6154.5,61+54.50,-97.45604481,31.65105218,215.2,2.75,5.2,95.84,-97.45605204,31.65104782,215.2,0,5.41,95.22,-97.45605926,31.65104347,215.2,-2.75,5.17,95.18
6155,61+55.00,-97.45604275,31.65104976,215.2,2.75,5.15,95.83,-97.45604998,31.65104541,215.2,0,5.4,95.2,-97.4560572,31.65104105,215.2,-2.75,5.26,95.27
6155.5,61+55.50,-97.45604177,31.65104869,215.2,2.75,5.13,95.74,-97.456049,31.65104433,215.2,0,5.42,95.23,-97.45605623,31.65103998,215.2,-2.75,5.23,95.28
6156,61+56.00,-97.45604121,31.65104798,215.2,2.75,5.17,95.79,-97.45604843,31.65104362,215.2,0,5.43,95.23,-97.45605565,31.65103926,215.2,-2.75,5.23,95.29
6157,61+57.00,-97.4560396,31.65104603,215.2,2.75,5.16,95.86,-97.45604682,31.65104167,215.2,0,5.47,95.12,-97.45605404,31.65103731,215.2,-2.75,5.22,95.32
6157.5,61+57.50,-97.45603878,31.65104503,215.2,2.75,5.17,95.85,-97.456046,31.65104067,215.2,0,5.44,95.2,-97.45605322,31.65103631,215.2,-2.75,5.22,95.28
6158,61+58.00,-97.45603805,31.65104415,215.2,2.75,5.23,95.84,-97.45604527,31.65103979,215.2,0,5.46,95.16,-97.45605249,31.65103543,215.2,-2.75,5.26,95.3
6158.5,61+58.50,-97.45603528,31.65104236,215.2,2.75,5.24,95.82,-97.4560425,31.651038,215.2,0,5.45,95.22,-97.45604972,31.65103364,215.2,-2.75,5.29,95.29
6159,61+59.00,-97.45603457,31.65104151,215.2,2.75,5.17,95.88,-97.45604179,31.65103715,215.2,0,5.51,95.19,-97.45604901,31.65103279,215.2,-2.75,5.17,95.34
6160,61+60.00,-97.45603373,31.6510405,215.2,2.75,5.25,95.9,-97.45604095,31.65103614,215.2,0,5.48,95.19,-97.45604817,31.65103178,215.2,-2.75,5.28,95.36
6160.5,61+60.50,-97.45603199,31.65103819,215.2,2.75,5.21,95.88,-97.45603921,31.65103383,215.2,0,5.48,95.23,-97.45604643,31.65102947,215.2,-2.75,5.34,95.36
6161,61+61.00,-97.4560313,31.65103722,215.2,2.75,5.26,95.85,-97.4560385,31.65103283,215.2,0,5.5,95.25,-97.4560457,31.65102845,215.2,-2.75,5.29,95.29
6161.5,61+61.50,-97.45603047,31.65103622,215.2,2.75,5.23,95.86,-97.45603767,31.65103183,215.2,0,5.55,95.25,-97.45604487,31.65102745,215.2,-2.75,5.24,95.29
6162,61+62.00,-97.45602813,31.65103389,215.2,2.75,5.17,95.88,-97.45603533,31.6510295,215.2,0,5.5,95.25,-97.45604253,31.65102512,215.2,-2.75,5.25,95.27
6163,61+63.00,-97.4560268,31.65103322,215.2,2.75,5.09,95.94,-97.456034,31.65102883,215.2,0,5.44,95.21,-97.4560412,31.65102445,215.2,-2.75,5.34,95.29
