RDM Export File,,,,,,,,,,,,,,,,,,,
Project Name: Bubu,,,,,,,,,,,,,,,,,,,
Project Location: ,,,,,,,,,,,,,,,,,,,
Operator: tyler,,,,,,,,,,,,,,,,,,,
Project Comments: ,,,,,,,,,,,,,,,,,,,
Y-Coordinate Reference: ,,,,,,,,,,,,,,,,,,,
Y-Coordinate Reference Side: Right,,,,,,,,,,,,,,,,,,,
Y-Offset from Reference (ft): 0,,,,,,,,,,,,,,,,,,,
File Name: Sample2,,,,,,,,,,,,,,,,,,,
Creation Date and Time: 2017-05-08.10:52:41,,,,,,,,,,,,,,,,,,,
File Comments: sb,,,,,,,,,,,,,,,,,,,
Moving Average Window Size (ft): 0.50,,,,,,,,,,,,,,,,,,,
Output Interval (ft): 0.50,,,,,,,,,,,,,,,,,,,
Distance (ft), Station, Longitude (°), Latitude (°), Elevation (m),Y-Coord (ft),Dielectric,Signal Quality,Longitude (°), Latitude (°), Elevation (m),Y-Coord (ft),Dielectric,Signal Quality,Longitude (°), Latitude (°), Elevation (m),Y-Coord (ft),Dielectric,Signal Quality
6436,64+36.00,-97.45549265,31.65043378,216,2.75,4.94,95.52,-97.45549939,31.65042889,216,0,5.5,95.27,-97.45550613,31.650424,216,-2.75,5.3,95.28
6436.5,64+36.50,-97.45549077,31.65043173,215.9,2.75,4.91,95.57,-97.45549751,31.65042684,215.9,0,5.52,95.2,-97.45550425,31.65042195,215.9,-2.75,5.31,95.25
6437,64+37.00,-97.45548986,31.65043083,215.9,2.75,4.95,95.57,-97.4554966,31.65042594,215.9,0,5.55,95.16,-97.45550334,31.65042105,215.9,-2.75,5.4,95.21
6437.5,64+37.50,-97.45548867,31.65042963,215.9,2.75,5.2,95.58,-97.45549541,31.65042474,215.9,0,5.48,95.16,-97.45550215,31.65041985,215.9,-2.75,5.3,95.23
6438,64+38.00,-97.45548742,31.65042839,215.9,2.75,5.21,95.5,-97.45549418,31.65042351,215.9,0,5.49,95.19,-97.45550093,31.65041863,215.9,-2.75,5.37,95.22
6439,64+39.00,-97.45548541,31.65042634,215.9,2.75,5.18,95.48,-97.45549219,31.6504215,215.9,0,5.55,95.2,-97.45549898,31.65041665,215.9,-2.75,5.4,95.18
6439.5,64+39.50,-97.45548438,31.65042513,215.9,2.75,5.08,95.43,-97.45549122,31.65042034,215.9,0,5.43,95.17,-97.45549805,31.65041554,215.9,-2.75,5.39,95.18
6440,64+40.00,-97.45548347,31.6504241,215.9,2.75,5.07,95.37,-97.45549031,31.65041931,215.9,0,5.48,95.2,-97.45549716,31.65041453,215.9,-2.75,5.28,95.15
6440.5,64+40.50,-97.45548219,31.65042281,215.9,2.75,5.04,95.38,-97.45548905,31.65041805,215.9,0,5.55,95.25,-97.45549591,31.65041328,215.9,-2.75,5.34,95.13
6441,64+41.00,-97.45548018,31.65042077,215.9,2.75,5.1,95.35,-97.45548704,31.650416,215.9,0,5.51,95.24,-97.4554939,31.65041123,215.9,-2.75,5.34,95.11
6442,64+42.00,-97.45547927,31.65041977,215.9,2.75,5.15,95.31,-97.45548612,31.650415,215.9,0,5.53,95.19,-97.45549298,31.65041023,215.9,-2.75,5.31,95.11
6442.5,64+42.50,-97.45547844,31.65041876,215.9,2.75,5.22,95.28,-97.4554853,31.65041399,215.9,0,5.5,95.22,-97.45549216,31.65040922,215.9,-2.75,5.32,95.1
6443,64+43.00,-97.45547674,31.65041687,215.9,2.75,5.27,95.37,-97.45548361,31.65041211,215.9,0,5.46,95.24,-97.45549047,31.65040735,215.9,-2.75,5.33,95.11
6443.5,64+43.50,-97.45547549,31.65041573,215.9,2.75,5.3,95.37,-97.45548233,31.65041094,215.9,0,5.5,95.33,-97.45548917,31.65040616,215.9,-2.75,5.29,95.15
6444,64+44.00,-97.45547433,31.65041462,215.9,2.75,5.31,95.36,-97.45548117,31.65040984,215.9,0,5.55,95.34,-97.45548801,31.65040505,215.9,-2.75,5.42,95.17
6445,64+45.00,-97.45547333,31.65041362,215.9,2.75,5.26,95.34,-97.45548017,31.65040883,215.9,0,5.43,95.37,-97.45548701,31.65040405,215.9,-2.75,5.34,95.18
6445.5,64+45.50,-97.45547173,31.6504119,215.9,2.75,5.32,95.37,-97.45547857,31.65040712,215.9,0,5.46,95.44,-97.45548541,31.65040233,215.9,-2.75,5.3,95.12
6446,64+46.00,-97.45547081,31.65041087,215.9,2.75,5.22,95.39,-97.45547764,31.65040607,215.9,0,5.43,95.45,-97.45548448,31.65040128,215.9,-2.75,5.33,95.17
6446.5,64+46.50,-97.45546938,31.65040902,215.9,2.75,5.31,95.36,-97.45547617,31.65040417,215.9,0,5.43,95.48,-97.45548296,31.65039933,215.9,-2.75,5.32,95.14
6447,64+47.00,-97.45546833,31.65040763,215.9,2.75,5.19,95.32,-97.45547509,31.65040275,215.9,0,5.49,95.47,-97.45548184,31.65039787,215.9,-2.75,5.28,95.12
6448,64+48.00,-97.4554666,31.65040589,215.9,2.75,5.19,95.34,-97.45547335,31.65040102,215.9,0,5.46,95.48,-97.4554801,31.65039614,215.9,-2.75,5.26,95.13
6448.5,64+48.50,-97.45546616,31.65040545,215.9,2.75,5.17,95.36,-97.45547291,31.65040058,215.9,0,5.5,95.51,-97.45547966,31.6503957,215.9,-2.75,5.23,95.14
6449,64+49.00,-97.45546447,31.65040374,215.9,2.75,5.14,95.37,-97.45547125,31.6503989,215.9,0,5.49,95.56,-97.45547804,31.65039406,215.9,-2.75,5.25,95.14
6449.5,64+49.50,-97.45546397,31.65040312,215.9,2.75,5.16,95.36,-97.45547075,31.65039827,215.9,0,5.51,95.6,-97.45547754,31.65039343,215.9,-2.75,5.26,95.14
6450,64+50.00,-97.45546245,31.6504016,215.9,2.75,5.25,95.34,-97.45546923,31.65039676,215.9,0,5.55,95.62,-97.45547602,31.65039191,215.9,-2.75,5.33,95.09
6451,64+51.00,-97.45546055,31.65039984,215.9,2.75,5.27,95.38,-97.45546733,31.650395,215.9,0,5.52,95.61,-97.45547412,31.65039016,215.9,-2.75,5.24,95.05
6451.5,64+51.50,-97.45545889,31.65039819,215.9,2.75,5.36,95.31,-97.45546574,31.6503934,215.9,0,5.48,95.6,-97.45547258,31.65038862,215.9,-2.75,5.28,95.03
6452,64+52.00,-97.4554577,31.650397,215.9,2.75,5.43,95.34,-97.45546458,31.65039225,215.9,0,5.48,95.63,-97.45547146,31.6503875,215.9,-2.75,5.24,94.99
6452.5,64+52.50,-97.45545634,31.65039564,215.9,2.75,5.49,95.34,-97.45546322,31.65039089,215.9,0,5.53,95.7,-97.4554701,31.65038614,215.9,-2.75,5.33,94.98
6453,64+53.00,-97.45545396,31.65039342,215.9,2.75,5.36,95.4,-97.45546083,31.65038867,215.9,0,5.51,95.74,-97.45546771,31.65038392,215.9,-2.75,5.23,94.96
6454,64+54.00,-97.45545131,31.65039194,215.9,2.75,5.32,95.4,-97.45545817,31.65038717,215.9,0,5.58,96.59,-97.45546502,31.6503824,215.9,-2.75,5.23,94.95
6454.5,64+54.50,-97.45545138,31.65039201,215.9,2.75,5.27,95.42,-97.45545817,31.65038717,215.9,0,5.57,96.61,-97.45546495,31.65038232,215.9,-2.75,5.26,94.98
6455,64+55.00,-97.45545142,31.65039205,215.9,2.75,5.31,95.44,-97.45545817,31.65038717,215.9,0,5.57,96.6,-97.45546491,31.65038228,215.9,-2.75,5.3,94.97
6455.5,64+55.50,-97.45545142,31.65039205,215.9,2.75,5.26,95.48,-97.45545817,31.65038717,215.9,0,5.6,96.59,-97.45546491,31.65038228,215.9,-2.75,5.26,94.94
6456,64+56.00,-97.45545025,31.65039066,215.9,2.75,5.32,95.48,-97.45545704,31.65038581,215.9,0,5.64,96.58,-97.45546383,31.65038097,215.9,-2.75,5.18,94.97
6457,64+57.00,-97.45544885,31.65038908,215.9,2.75,5.3,95.48,-97.45545571,31.65038431,215.9,0,5.71,96.59,-97.45546256,31.65037954,215.9,-2.75,5.23,94.98
6457.5,64+57.50,-97.45544752,31.65038765,215.9,2.75,5.31,95.48,-97.45545431,31.65038281,215.9,0,5.65,96.52,-97.4554611,31.65037797,215.9,-2.75,5.22,95.03
6458,64+58.00,-97.4554459,31.65038585,215.7,2.75,5.26,95.36,-97.45545262,31.65038093,215.7,0,5.7,96.54,-97.45545934,31.65037602,215.7,-2.75,5.28,94.97
6458.5,64+58.50,-97.45544518,31.65038498,215.7,2.75,5.36,95.36,-97.45545189,31.65038006,215.7,0,5.62,96.56,-97.45545861,31.65037515,215.7,-2.75,5.23,94.97
6459,64+59.00,-97.45544467,31.65038447,215.7,2.75,5.32,95.41,-97.45545139,31.65037955,215.7,0,5.61,96.47,-97.4554581,31.65037464,215.7,-2.75,5.16,94.98
6460,64+60.00,-97.45544321,31.65038301,215.7,2.75,5.34,95.42,-97.45545,31.65037817,215.7,0,5.42,96.48,-97.45545679,31.65037332,215.7,-2.75,5.13,94.88
6460.5,64+60.50,-97.45544167,31.65038154,215.65,2.75,5.36,95.42,-97.45544853,31.65037677,215.65,0,5.5,96.5,-97.45545538,31.650372,215.65,-2.75,5.22,94.89
6461,64+61.00,-97.45543987,31.6503795,215.6,2.75,5.38,95.48,-97.45544675,31.65037475,215.6,0,5.35,96.5,-97.45545363,31.65037,215.6,-2.75,5.16,94.85
6461.5,64+61.50,-97.45543862,31.65037842,215.6,2.75,5.46,95.51,-97.4554455,31.65037367,215.6,0,5.3,96.54,-97.45545238,31.65036892,215.6,-2.75,5.28,94.78
6462,64+62.00,-97.45543756,31.65037718,215.6,2.75,5.43,95.41,-97.45544443,31.65037243,215.6,0,5.37,96.54,-97.45545131,31.65036768,215.6,-2.75,5.24,94.81
6463,64+63.00,-97.45543647,31.650376,215.6,2.75,5.54,95.38,-97.45544332,31.65037123,215.6,0,5.34,96.51,-97.45545018,31.65036646,215.6,-2.75,5.22,94.86
6463.5,64+63.50,-97.45543592,31.65037441,215.6,2.75,5.54,95.4,-97.45544271,31.65036957,215.6,0,5.39,96.49,-97.4554495,31.65036473,215.6,-2.75,5.15,94.84
6464,64+64.00,-97.45543528,31.65037392,215.6,2.75,5.54,95.38,-97.455442,31.650369,215.6,0,5.36,96.48,-97.45544872,31.65036409,215.6,-2.75,5.2,94.87
6464.5,64+64.50,-97.45543413,31.65037282,215.6,2.75,5.51,95.36,-97.45544084,31.6503679,215.6,0,5.37,96.48,-97.45544756,31.65036299,215.6,-2.75,5.18,94.83
6465,64+65.00,-97.45543252,31.65037131,215.6,2.75,5.52,95.37,-97.45543922,31.65036639,215.6,0,5.36,96.43,-97.45544592,31.65036146,215.6,-2.75,5.22,94.91
6466,64+66.00,-97.45543092,31.65036971,215.6,2.75,5.4,95.41,-97.45543762,31.65036479,215.6,0,5.37,96.43,-97.45544432,31.65035986,215.6,-2.75,5.22,94.88
6466.5,64+66.50,-97.45542951,31.65036832,215.6,2.75,5.36,95.44,-97.45543621,31.65036339,215.6,0,5.36,96.42,-97.45544291,31.65035846,215.6,-2.75,5.08,94.89
6467,64+67.00,-97.45542817,31.65036654,215.6,2.75,5.37,95.43,-97.45543488,31.65036162,215.6,0,5.37,96.42,-97.4554416,31.65035671,215.6,-2.75,5.22,94.88
6467.5,64+67.50,-97.45542686,31.65036502,215.6,2.75,5.33,95.42,-97.45543356,31.65036009,215.6,0,5.49,96.4,-97.45544026,31.65035516,215.6,-2.75,5.18,94.83
6468,64+68.00,-97.45542617,31.65036442,215.53,2.75,5.3,95.42,-97.45543286,31.65035948,215.53,0,5.44,96.4,-97.45543955,31.65035453,215.53,-2.75,5.19,94.81
6469,64+69.00,-97.45542455,31.65036301,215.5,2.75,5.22,95.41,-97.45543117,31.650358,215.5,0,5.36,96.41,-97.45543779,31.65035299,215.5,-2.75,5.1,94.82
6469.5,64+69.50,-97.45542302,31.65036163,215.5,2.75,5.17,95.45,-97.45542962,31.6503566,215.5,0,5.32,96.4,-97.45543622,31.65035157,215.5,-2.75,5.3,94.84
6470,64+70.00,-97.4554222,31.65036082,215.5,2.75,5.08,95.47,-97.4554288,31.6503558,215.5,0,5.39,96.44,-97.4554354,31.65035077,215.5,-2.75,5.26,94.79
6470.5,64+70.50,-97.45542047,31.6503591,215.5,2.75,5.03,95.37,-97.45542707,31.65035407,215.5,0,5.44,96.39,-97.45543367,31.65034904,215.5,-2.75,5.22,94.85
6471,64+71.00,-97.45541871,31.65035751,215.5,2.75,5.02,95.4,-97.45542533,31.6503525,215.5,0,5.38,96.42,-97.45543195,31.65034749,215.5,-2.75,5.35,94.84
6472,64+72.00,-97.45541738,31.65035634,215.5,2.75,5.05,95.44,-97.455424,31.65035133,215.5,0,5.42,96.43,-97.45543062,31.65034632,215.5,-2.75,5.24,94.79
6472.5,64+72.50,-97.45541602,31.65035499,215.5,2.75,5.03,95.46,-97.45542267,31.65035,215.5,0,5.35,96.39,-97.45542931,31.65034501,215.5,-2.75,5.27,94.84
6473,64+73.00,-97.45541502,31.65035349,215.5,2.75,5.12,95.5,-97.45542167,31.6503485,215.5,0,5.48,96.36,-97.45542831,31.65034351,215.5,-2.75,5.29,94.8
6473.5,64+73.50,-97.45541422,31.65035242,215.5,2.75,5.05,95.41,-97.45542087,31.65034743,215.5,0,5.43,96.31,-97.45542751,31.65034245,215.5,-2.75,5.15,94.89
6474,64+74.00,-97.45541286,31.65035103,215.4,2.75,5.12,95.42,-97.4554195,31.65034604,215.4,0,5.46,96.24,-97.45542615,31.65034106,215.4,-2.75,5.25,94.84
6475,64+75.00,-97.45541169,31.65034999,215.4,2.75,5.12,95.4,-97.45541834,31.650345,215.4,0,5.49,96.2,-97.45542498,31.65034002,215.4,-2.75,5.35,94.85
6475.5,64+75.50,-97.45541087,31.6503492,215.4,2.75,5.11,95.43,-97.45541755,31.65034424,215.4,0,5.4,96.17,-97.45542422,31.65033928,215.4,-2.75,5.25,94.86
6476,64+76.00,-97.45540887,31.65034734,215.4,2.75,5.2,95.44,-97.45541556,31.65034239,215.4,0,5.45,96.17,-97.45542225,31.65033745,215.4,-2.75,5.19,94.86
6476.5,64+76.50,-97.45540731,31.65034578,215.4,2.75,5.2,95.38,-97.455414,31.65034083,215.4,0,5.4,96.19,-97.45542069,31.65033589,215.4,-2.75,5.22,94.86
6477,64+77.00,-97.45540674,31.6503452,215.4,2.75,5.07,95.35,-97.45541343,31.65034026,215.4,0,5.5,96.19,-97.45542011,31.65033532,215.4,-2.75,5.17,94.87
6478,64+78.00,-97.45540488,31.65034335,215.4,2.75,5.18,95.42,-97.45541157,31.6503384,215.4,0,5.35,96.16,-97.45541826,31.65033346,215.4,-2.75,5.31,94.8
6478.5,64+78.50,-97.4554036,31.65034215,215.45,2.75,5.16,95.51,-97.4554103,31.65033721,215.45,0,5.25,96.19,-97.455417,31.65033228,215.45,-2.75,5.25,94.77
6479,64+79.00,-97.45540213,31.65034077,215.5,2.75,5.09,95.5,-97.45540883,31.65033583,215.5,0,5.27,96.2,-97.45541553,31.6503309,215.5,-2.75,5.14,94.77
6479.5,64+79.50,-97.45540062,31.65033854,215.4,2.75,5.18,95.54,-97.45540731,31.6503336,215.4,0,5.23,96.19,-97.455414,31.65032865,215.4,-2.75,5.2,94.79
6480,64+80.00,-97.45540004,31.65033783,215.4,2.75,5.1,95.52,-97.45540673,31.65033288,215.4,0,5.08,96.2,-97.45541342,31.65032794,215.4,-2.75,5.27,94.84
6481,64+81.00,-97.45539869,31.65033632,215.4,2.75,5.08,95.49,-97.45540537,31.65033137,215.4,0,5.09,96.16,-97.45541206,31.65032643,215.4,-2.75,5.25,94.94
6481.5,64+81.50,-97.4553978,31.65033544,215.4,2.75,5.05,95.4,-97.4554045,31.6503305,215.4,0,5.04,96.16,-97.4554112,31.65032557,215.4,-2.75,5.33,94.94
6482,64+82.00,-97.45539603,31.65033371,215.4,2.75,5.08,95.51,-97.45540275,31.65032879,215.4,0,5.04,96.18,-97.45540947,31.65032388,215.4,-2.75,5.25,94.95
6482.5,64+82.50,-97.45539445,31.65033212,215.4,2.75,5.05,95.49,-97.45540117,31.6503272,215.4,0,5.01,96.14,-97.45540789,31.65032229,215.4,-2.75,5.18,94.99
6483,64+83.00,-97.45539288,31.65033021,215.4,2.75,5.07,95.48,-97.4553996,31.6503253,215.4,0,5.15,96.15,-97.45540631,31.65032038,215.4,-2.75,5.21,94.98
6484,64+84.00,-97.45539214,31.65032953,215.4,2.75,5.1,95.49,-97.45539886,31.65032462,215.4,0,5.23,96.06,-97.45540557,31.6503197,215.4,-2.75,5.3,94.93
6484.5,64+84.50,-97.45539044,31.65032806,215.4,2.75,5.08,95.51,-97.45539714,31.65032312,215.4,0,5.3,96.06,-97.45540384,31.65031819,215.4,-2.75,5.22,94.94
6485,64+85.00,-97.45538984,31.65032736,215.4,2.75,5.11,95.52,-97.45539656,31.65032245,215.4,0,5.37,96.1,-97.45540327,31.65031753,215.4,-2.75,5.17,94.9
6485.5,64+85.50,-97.45538795,31.65032558,215.4,2.75,5.1,95.53,-97.45539467,31.65032067,215.4,0,5.4,96.13,-97.45540138,31.65031575,215.4,-2.75,5.23,94.92
6486,64+86.00,-97.45538733,31.65032496,215.4,2.75,5.14,95.55,-97.45539405,31.65032005,215.4,0,5.5,96.14,-97.45540076,31.65031513,215.4,-2.75,5.2,94.82
6487,64+87.00,-97.45538579,31.65032353,215.4,2.75,5.16,95.54,-97.4553925,31.65031861,215.4,0,5.6,96.11,-97.45539922,31.6503137,215.4,-2.75,5.15,94.86
6487.5,64+87.50,-97.4553843,31.65032182,215.4,2.75,5.12,95.53,-97.45539102,31.6503169,215.4,0,5.65,96.11,-97.45539774,31.65031199,215.4,-2.75,5.15,94.92
6488,64+88.00,-97.45538364,31.65032111,215.4,2.75,5.12,95.51,-97.45539036,31.65031619,215.4,0,5.68,96.15,-97.45539708,31.65031128,215.4,-2.75,5.19,94.9
6488.5,64+88.50,-97.45538204,31.6503195,215.4,2.75,5.08,95.45,-97.45538876,31.65031459,215.4,0,5.71,96.15,-97.45539547,31.65030967,215.4,-2.75,5.18,94.91
6489,64+89.00,-97.45538119,31.65031865,215.4,2.75,5.07,95.42,-97.4553879,31.65031374,215.4,0,5.7,96.17,-97.45539462,31.65030882,215.4,-2.75,5.2,94.89
6490,64+90.00,-97.45538026,31.65031772,215.4,2.75,5.08,95.4,-97.45538698,31.65031281,215.4,0,5.69,96.11,-97.45539369,31.65030789,215.4,-2.75,5.3,94.88
6490.5,64+90.50,-97.45537827,31.65031617,215.4,2.75,5.07,95.38,-97.45538498,31.65031125,215.4,0,5.71,96.1,-97.4553917,31.65030634,215.4,-2.75,5.17,94.89
6491,64+91.00,-97.4553772,31.65031517,215.4,2.75,5.09,95.38,-97.45538392,31.65031025,215.4,0,5.73,96.09,-97.45539063,31.65030534,215.4,-2.75,5.31,94.86
6491.5,64+91.50,-97.4553761,31.65031406,215.4,2.75,5.11,95.32,-97.45538282,31.65030915,215.4,0,5.57,96.07,-97.45538953,31.65030423,215.4,-2.75,5.14,94.87
6492,64+92.00,-97.45537445,31.65031241,215.4,2.75,5.17,95.29,-97.45538116,31.6503075,215.4,0,5.55,96.05,-97.45538788,31.65030258,215.4,-2.75,5.2,94.9
6493,64+93.00,-97.4553735,31.65031146,215.4,2.75,5.12,95.31,-97.45538021,31.65030655,215.4,0,5.5,95.97,-97.45538693,31.65030163,215.4,-2.75,5.16,94.93
6493.5,64+93.50,-97.45537191,31.65030988,215.4,2.75,5.2,95.26,-97.45537863,31.65030496,215.4,0,5.37,95.92,-97.45538534,31.65030005,215.4,-2.75,5.22,94.9
6494,64+94.00,-97.45537069,31.65030866,215.4,2.75,5.15,95.22,-97.45537741,31.65030374,215.4,0,5.37,95.06,-97.45538412,31.65029883,215.4,-2.75,5.15,94.91
6494.5,64+94.50,-97.45536982,31.65030772,215.4,2.75,5.18,95.21,-97.45537653,31.6503028,215.4,0,5.43,95.09,-97.45538325,31.65029789,215.4,-2.75,5.25,94.84
6495,64+95.00,-97.45536837,31.65030592,215.4,2.75,5.25,95.24,-97.45537508,31.650301,215.4,0,5.4,95.12,-97.4553818,31.65029609,215.4,-2.75,5.26,94.84
6496,64+96.00,-97.45536721,31.65030467,215.4,2.75,5.25,95.19,-97.45537392,31.65029976,215.4,0,5.42,95.09,-97.45538064,31.65029484,215.4,-2.75,5.17,94.84
6496.5,64+96.50,-97.45536646,31.65030392,215.4,2.75,5.34,95.26,-97.45537317,31.65029901,215.4,0,5.38,95.11,-97.45537989,31.65029409,215.4,-2.75,5.16,94.83
6497,64+97.00,-97.45536528,31.65030274,215.4,2.75,5.35,95.35,-97.455372,31.65029783,215.4,0,5.36,95.12,-97.45537871,31.65029292,215.4,-2.75,5.2,94.92
6497.5,64+97.50,-97.45536341,31.6503009,215.4,2.75,5.38,95.34,-97.45537013,31.65029598,215.4,0,5.5,95.13,-97.45537685,31.65029107,215.4,-2.75,5.17,94.94
6498,64+98.00,-97.45536202,31.65029962,215.4,2.75,5.25,95.33,-97.45536874,31.65029471,215.4,0,5.4,95.11,-97.45537546,31.65028979,215.4,-2.75,5.21,94.96
6499,64+99.00,-97.45536105,31.65029868,215.4,2.75,5.34,95.39,-97.45536776,31.65029377,215.4,0,5.46,95.13,-97.45537448,31.65028885,215.4,-2.75,5.3,95.05
6499.5,64+99.50,-97.45535947,31.6502971,215.4,2.75,5.38,95.35,-97.45536617,31.65029217,215.4,0,5.46,95.12,-97.45537287,31.65028724,215.4,-2.75,5.22,95.03
6500,65+0.00,-97.45535766,31.65029529,215.4,2.75,5.46,95.39,-97.45536434,31.65029034,215.4,0,5.47,95.16,-97.45537101,31.65028538,215.4,-2.75,5.18,95.06
6500.5,65+0.50,-97.45535622,31.65029381,215.4,2.75,5.41,95.39,-97.45536286,31.65028883,215.4,0,5.52,95.18,-97.45536951,31.65028384,215.4,-2.75,5.14,95.14
6501,65+1.00,-97.4553549,31.65029237,215.4,2.75,5.4,95.37,-97.45536155,31.65028738,215.4,0,5.51,95.21,-97.45536819,31.65028239,215.4,-2.75,5.22,95.14
6502,65+2.00,-97.45535367,31.65029098,215.4,2.75,5.37,95.3,-97.45536026,31.65028595,215.4,0,5.5,95.18,-97.45536686,31.65028091,215.4,-2.75,5.12,95.15
6502.5,65+2.50,-97.45535235,31.65029064,215.3,2.75,5.31,95.32,-97.45535892,31.65028558,215.3,0,5.47,95.19,-97.45536549,31.65028053,215.3,-2.75,5.22,95.14
6503,65+3.00,-97.45535117,31.65028953,215.3,2.75,5.45,95.32,-97.45535774,31.65028447,215.3,0,5.49,95.13,-97.4553643,31.65027941,215.3,-2.75,5.25,95.1
6503.5,65+3.50,-97.45535048,31.65028887,215.3,2.75,5.47,95.32,-97.45535705,31.65028381,215.3,0,5.47,95.17,-97.45536362,31.65027875,215.3,-2.75,5.14,95.08
6504,65+4.00,-97.45534885,31.65028727,215.3,2.75,5.51,95.39,-97.45535542,31.65028221,215.3,0,5.46,95.14,-97.45536198,31.65027715,215.3,-2.75,5.17,95.05
6505,65+5.00,-97.45534787,31.65028642,215.3,2.75,5.53,95.45,-97.45535443,31.65028136,215.3,0,5.45,95.13,-97.455361,31.6502763,215.3,-2.75,5.14,95.06
6505.5,65+5.50,-97.45534693,31.65028556,215.33,2.75,5.48,95.5,-97.4553535,31.6502805,215.33,0,5.59,95.19,-97.45536006,31.65027544,215.33,-2.75,5.15,94.96
6506,65+6.00,-97.45534457,31.65028379,215.4,2.75,5.52,95.43,-97.45535109,31.65027869,215.4,0,5.43,95.18,-97.45535762,31.65027359,215.4,-2.75,5.28,94.97
6506.5,65+6.50,-97.45534339,31.65028285,215.4,2.75,5.53,95.42,-97.45534991,31.65027774,215.4,0,5.48,95.18,-97.45535642,31.65027263,215.4,-2.75,5.18,94.95
6507,65+7.00,-97.45534166,31.65028123,215.4,2.75,5.44,95.44,-97.45534816,31.65027611,215.4,0,5.52,95.17,-97.45535466,31.65027099,215.4,-2.75,5.2,94.95
6508,65+8.00,-97.45534091,31.65028054,215.4,2.75,5.5,95.51,-97.45534742,31.65027542,215.4,0,5.47,95.14,-97.45535392,31.6502703,215.4,-2.75,5.21,94.94
6508.5,65+8.50,-97.455339,31.65027863,215.4,2.75,5.49,95.6,-97.4553455,31.6502735,215.4,0,5.55,95.14,-97.45535201,31.65026838,215.4,-2.75,5.24,94.96
6509,65+9.00,-97.45533755,31.65027734,215.4,2.75,5.47,95.58,-97.45534405,31.65027222,215.4,0,5.54,95.09,-97.45535055,31.65026709,215.4,-2.75,5.18,94.94
6509.5,65+9.50,-97.45533665,31.65027644,215.4,2.75,5.39,95.56,-97.45534315,31.65027132,215.4,0,5.5,95.11,-97.45534966,31.6502662,215.4,-2.75,5.23,94.96
6510,65+10.00,-97.45533588,31.6502751,215.4,2.75,5.39,95.55,-97.45534238,31.65026998,215.4,0,5.42,95.08,-97.45534889,31.65026485,215.4,-2.75,5.2,94.95
6511,65+11.00,-97.45533481,31.65027424,215.4,2.75,5.34,95.52,-97.45534131,31.65026912,215.4,0,5.51,95.1,-97.45534781,31.650264,215.4,-2.75,5.18,94.92
6511.5,65+11.50,-97.455333,31.65027245,215.4,2.75,5.32,95.51,-97.4553395,31.65026733,215.4,0,5.48,95.1,-97.455346,31.65026221,215.4,-2.75,5.11,94.99
6512,65+12.00,-97.45533208,31.65027162,215.45,2.75,5.21,95.47,-97.45533858,31.6502665,215.45,0,5.42,95.16,-97.45534509,31.65026138,215.45,-2.75,5.25,94.98
6512.5,65+12.50,-97.45533102,31.65027067,215.5,2.75,5.29,95.5,-97.45533753,31.65026555,215.5,0,5.51,95.2,-97.45534403,31.65026043,215.5,-2.75,5.24,94.97
6513,65+13.00,-97.45532919,31.65026898,215.5,2.75,5.23,95.48,-97.4553357,31.65026387,215.5,0,5.41,95.21,-97.45534221,31.65025875,215.5,-2.75,5.21,95.01
6514,65+14.00,-97.45532718,31.65026765,215.5,2.75,5.16,95.49,-97.45533369,31.65026254,215.5,0,5.5,95.27,-97.4553402,31.65025743,215.5,-2.75,5.17,94.94
6514.5,65+14.50,-97.45532636,31.65026691,215.5,2.75,5.13,95.48,-97.45533286,31.65026179,215.5,0,5.47,95.28,-97.45533937,31.65025667,215.5,-2.75,5.22,95
6515,65+15.00,-97.45532456,31.65026521,215.5,2.75,5.07,95.48,-97.45533106,31.65026009,215.5,0,5.44,95.29,-97.45533756,31.65025497,215.5,-2.75,5.27,95.07
6515.5,65+15.50,-97.45532363,31.65026437,215.5,2.75,5.04,95.54,-97.45533008,31.65025921,215.5,0,5.44,95.29,-97.45533654,31.65025405,215.5,-2.75,5.28,95.09
6516,65+16.00,-97.45532221,31.65026333,215.5,2.75,5.05,95.57,-97.45532867,31.65025817,215.5,0,5.46,95.25,-97.45533512,31.65025301,215.5,-2.75,5.23,95.09
6517,65+17.00,-97.45532092,31.65026216,215.5,2.75,5.03,95.66,-97.45532738,31.650257,215.5,0,5.39,95.19,-97.45533384,31.65025184,215.5,-2.75,5.22,95.14
6517.5,65+17.50,-97.45531929,31.65026058,215.48,2.75,5.03,95.67,-97.45532575,31.65025542,215.48,0,5.41,95.17,-97.45533221,31.65025026,215.48,-2.75,5.17,95.08
6518,65+18.00,-97.45531843,31.65025971,215.43,2.75,5.09,95.61,-97.45532488,31.65025454,215.43,0,5.46,95.19,-97.45533133,31.65024938,215.43,-2.75,5.24,95.09
6518.5,65+18.50,-97.45531738,31.65025878,215.4,2.75,4.93,95.53,-97.45532383,31.65025361,215.4,0,5.42,95.2,-97.45533028,31.65024844,215.4,-2.75,5.26,95.08
6519,65+19.00,-97.4553157,31.65025728,215.4,2.75,4.81,95.54,-97.45532215,31.65025211,215.4,0,5.46,95.22,-97.4553286,31.65024694,215.4,-2.75,5.24,95.08
