RDM Export File,,,,,,,,,,,,,,,,,,,,
Project Name: BrooOm,,,,,,,,,,,,,,,,,,,,
Project Location: ,,,,,,,,,,,,,,,,,,,,
Operator: ,,,,,,,,,,,,,,,,,,,,
Project Comments: ,,,,,,,,,,,,,,,,,,,,
Lateral Offset Reference: Distance From Lane Edge,,,,,,,,,,,,,,,,,,,,
Lateral Offset Reference Side: Right,,,,,,,,,,,,,,,,,,,,
Lateral Offset from Reference (ft): 0,,,,,,,,,,,,,,,,,,,,
Collection Direction: Decreasing Distance,,,,,,,,,,,,,,,,,,,,
Sensor Lateral Offsets (ft): Serial#3=-2;Serial#4=0;Serial#7=2;,,,,,,,,,,,,,,,,,,,,
Sensor Positions on metal rail(ft): Serial#3=2L;Serial#4=0;Serial#7=2R;,,,,,,,,,,,,,,,,,,,,
Lot: ,,,,,,,,,,,,,,,,,,,,
Sublot: ,,,,,,,,,,,,,,,,,,,,
File Name: Sample4,,,,,,,,,,,,,,,,,,,,
File Type: Time,,,,,,,,,,,,,,,,,,,,
Creation Date and Time: 2017-09-20.14:33:40,,,,,,,,,,,,,,,,,,,,
File Comments: ,,,,,,,,,,,,,,,,,,,,
Moving Average Window Size (sec): 0.25,,,,,,,,,,,,,,,,,,,,
Output Interval (sec): 0.01,,,,,,,,,,,,,,,,,,,,
GPS Time Lag (sec): 0.00,,,,,,,,,,,,,,,,,,,,
Time (sec), Distance (ft), Station, Longitude (°), Latitude (°), Elevation (m),Lateral Offset (ft),Dielectric,Signal Quality,Longitude (°), Latitude (°), Elevation (m),Lateral Offset (ft),Dielectric,Signal Quality,Longitude (°), Latitude (°), Elevation (m),Lateral Offset (ft),Dielectric,Signal Quality
2.33,0,0+0.00,0,0,0,-2,5.24,94.91,0,0,0,0,5.5,97.04,0,0,0,2,5.62,97.01
2.33,0,0+0.00,0,0,0,-2,5.21,94.92,0,0,0,0,5.47,97.06,0,0,0,2,5.57,97.01
2.33,0,0+0.00,0,0,0,-2,5.19,94.9,0,0,0,0,5.58,97.16,0,0,0,2,5.57,97.02
2.33,0,0+0.00,0,0,0,-2,5.19,94.91,0,0,0,0,5.5,97.19,0,0,0,2,5.54,97.02
2.33,0,0+0.00,0,0,0,-2,5.18,94.91,0,0,0,0,5.47,97.22,0,0,0,2,5.51,97.02
2.33,0,0+0.00,0,0,0,-2,5.16,94.97,0,0,0,0,5.48,97.21,0,0,0,2,5.5,97
2.23,0,0+0.00,0,0,0,-2,5.22,94.97,0,0,0,0,5.46,97.26,0,0,0,2,5.51,97.03
2.23,0,0+0.00,0,0,0,-2,5.16,94.96,0,0,0,0,5.5,97.37,0,0,0,2,5.51,97.03
2.23,0,0+0.00,0,0,0,-2,5.16,94.97,0,0,0,0,5.41,97.37,0,0,0,2,5.47,97.05
2.23,0,0+0.00,0,0,0,-2,5.18,94.97,0,0,0,0,5.46,97.35,0,0,0,2,5.44,97.04
2.23,0,0+0.00,0,0,0,-2,5.16,94.98,0,0,0,0,5.45,97.34,0,0,0,2,5.45,97.04
2.23,0,0+0.00,0,0,0,-2,5.19,94.98,0,0,0,0,5.37,97.41,0,0,0,2,5.44,97.02
2.23,0,0+0.00,0,0,0,-2,5.22,94.96,0,0,0,0,5.45,97.4,0,0,0,2,5.5,97.01
2.13,0,0+0.00,0,0,0,-2,5.19,94.97,0,0,0,0,5.45,97.41,0,0,0,2,5.4,97.78
2.13,0,0+0.00,0,0,0,-2,5.19,94.97,0,0,0,0,5.38,97.52,0,0,0,2,5.46,97.79
2.13,0,0+0.00,0,0,0,-2,5.18,94.97,0,0,0,0,5.46,97.56,0,0,0,2,5.45,97.78
2.13,0,0+0.00,0,0,0,-2,5.17,95,0,0,0,0,5.42,97.58,0,0,0,2,5.47,97.78
2.13,0,0+0.00,0,0,0,-2,5.14,95.03,0,0,0,0,5.45,97.57,0,0,0,2,5.51,97.79
2.13,0,0+0.00,0,0,0,-2,5.17,94.97,0,0,0,0,5.47,97.55,0,0,0,2,5.41,97.81
2.03,0,0+0.00,0,0,0,-2,5.17,94.97,0,0,0,0,5.38,97.56,0,0,0,2,5.4,97.83
2.03,0,0+0.00,0,0,0,-2,5.19,94.97,0,0,0,0,5.42,97.52,0,0,0,2,5.44,97.83
2.03,0,0+0.00,0,0,0,-2,5.19,94.92,0,0,0,0,5.4,97.51,0,0,0,2,5.43,97.84
2.03,0,0+0.00,0,0,0,-2,5.14,94.91,0,0,0,0,5.48,97.53,0,0,0,2,5.52,97.84
2.03,0,0+0.00,0,0,0,-2,5.21,94.94,0,0,0,0,5.38,97.64,0,0,0,2,5.47,97.85
2.03,0,0+0.00,0,0,0,-2,5.18,94.93,0,0,0,0,5.4,97.61,0,0,0,2,5.5,97.87
1.92,0,0+0.00,0,0,0,-2,5.16,94.93,0,0,0,0,5.41,97.66,0,0,0,2,5.5,97.88
1.92,0,0+0.00,0,0,0,-2,5.19,94.99,0,0,0,0,5.44,97.65,0,0,0,2,5.62,97.89
1.92,0,0+0.00,0,0,0,-2,5.19,94.98,0,0,0,0,5.48,97.65,0,0,0,2,5.51,97.89
1.92,0,0+0.00,0,0,0,-2,5.22,94.95,0,0,0,0,5.49,97.66,0,0,0,2,5.48,97.9
1.92,0,0+0.00,0,0,0,-2,5.17,94.94,0,0,0,0,5.47,97.66,0,0,0,2,5.52,97.89
1.92,0,0+0.00,0,0,0,-2,5.16,94.92,0,0,0,0,5.48,97.67,0,0,0,2,5.55,97.83
1.92,0,0+0.00,0,0,0,-2,5.2,94.94,0,0,0,0,5.48,97.73,0,0,0,2,5.58,97.8
1.83,0,0+0.00,0,0,0,-2,5.21,94.93,0,0,0,0,5.43,97.73,0,0,0,2,5.5,97.81
1.83,0,0+0.00,0,0,0,-2,5.17,94.93,0,0,0,0,5.43,97.69,0,0,0,2,5.45,97.81
1.83,0,0+0.00,0,0,0,-2,5.21,94.87,0,0,0,0,5.45,97.66,0,0,0,2,5.52,97.81
1.83,0,0+0.00,0,0,0,-2,5.21,94.83,0,0,0,0,5.42,97.64,0,0,0,2,5.42,97.81
1.83,0,0+0.00,0,0,0,-2,5.19,94.83,0,0,0,0,5.39,97.64,0,0,0,2,5.53,97.81
1.83,0,0+0.00,0,0,0,-2,5.18,94.84,0,0,0,0,5.48,97.65,0,0,0,2,5.49,97.81
1.72,0,0+0.00,0,0,0,-2,5.19,94.84,0,0,0,0,5.4,97.65,0,0,0,2,5.54,97.86
1.72,0,0+0.00,0,0,0,-2,5.2,94.84,0,0,0,0,5.47,97.65,0,0,0,2,5.52,97.78
1.72,0,0+0.00,0,0,0,-2,5.16,94.83,0,0,0,0,5.46,97.66,0,0,0,2,5.63,97.78
1.72,0,0+0.00,0,0,0,-2,5.27,94.83,0,0,0,0,5.5,97.66,0,0,0,2,5.57,97.79
1.72,0,0+0.00,0,0,0,-2,5.22,94.83,0,0,0,0,5.42,97.65,0,0,0,2,5.53,97.8
1.72,0,0+0.00,0,0,0,-2,5.25,94.81,0,0,0,0,5.47,97.64,0,0,0,2,5.55,97.84
1.72,0,0+0.00,0,0,0,-2,5.18,94.82,0,0,0,0,5.45,97.65,0,0,0,2,5.57,97.83
1.63,0,0+0.00,0,0,0,-2,5.23,94.83,0,0,0,0,5.49,97.66,0,0,0,2,5.52,97.83
1.63,0,0+0.00,0,0,0,-2,5.18,94.86,0,0,0,0,5.47,97.74,0,0,0,2,5.54,97.95
1.63,0,0+0.00,0,0,0,-2,5.18,94.87,0,0,0,0,5.47,97.83,0,0,0,2,5.48,98.18
1.63,0,0+0.00,0,0,0,-2,5.14,94.89,0,0,0,0,5.46,98,0,0,0,2,5.47,98.39
1.63,0,0+0.00,0,0,0,-2,5.21,94.91,0,0,0,0,5.48,98.14,0,0,0,2,5.43,98.63
1.63,0,0+0.00,0,0,0,-2,5.12,94.93,0,0,0,0,5.4,98.29,0,0,0,2,5.49,98.82
1.51,0,0+0.00,0,0,0,-2,5.2,94.93,0,0,0,0,5.44,98.31,0,0,0,2,5.49,98.84
1.51,0,0+0.00,0,0,0,-2,5.17,94.91,0,0,0,0,5.42,98.32,0,0,0,2,5.45,98.84
1.51,0,0+0.00,0,0,0,-2,5.19,94.89,0,0,0,0,5.46,98.34,0,0,0,2,5.53,98.85
1.51,0,0+0.00,0,0,0,-2,5.12,94.9,0,0,0,0,5.44,98.36,0,0,0,2,5.58,98.87
1.51,0,0+0.00,0,0,0,-2,5.15,94.91,0,0,0,0,5.31,98.37,0,0,0,2,5.56,98.89
1.51,0,0+0.00,0,0,0,-2,5.19,94.93,0,0,0,0,5.36,98.39,0,0,0,2,5.56,98.84
1.42,0,0+0.00,0,0,0,-2,5.19,94.94,0,0,0,0,5.4,98.38,0,0,0,2,5.53,98.85
1.42,0,0+0.00,0,0,0,-2,5.24,94.95,0,0,0,0,5.42,98.4,0,0,0,2,5.56,98.87
1.42,0,0+0.00,0,0,0,-2,5.2,94.95,0,0,0,0,5.45,98.4,0,0,0,2,5.52,98.89
1.42,0,0+0.00,0,0,0,-2,5.19,94.97,0,0,0,0,5.46,98.42,0,0,0,2,5.55,98.9
1.42,0,0+0.00,0,0,0,-2,5.18,94.98,0,0,0,0,5.4,98.43,0,0,0,2,5.44,98.88
1.42,0,0+0.00,0,0,0,-2,5.17,94.95,0,0,0,0,5.4,98.44,0,0,0,2,5.49,98.88
1.42,0,0+0.00,0,0,0,-2,5.21,94.97,0,0,0,0,5.4,98.45,0,0,0,2,5.54,98.88
1.31,0,0+0.00,0,0,0,-2,5.17,94.98,0,0,0,0,5.54,98.43,0,0,0,2,5.47,98.87
1.31,0,0+0.00,0,0,0,-2,5.21,94.84,0,0,0,0,5.43,98.44,0,0,0,2,5.51,98.87
1.31,0,0+0.00,0,0,0,-2,5.17,94.85,0,0,0,0,5.48,98.45,0,0,0,2,5.58,98.89
1.31,0,0+0.00,0,0,0,-2,5.2,94.86,0,0,0,0,5.41,98.44,0,0,0,2,5.58,98.91
1.31,0,0+0.00,0,0,0,-2,5.24,94.85,0,0,0,0,5.56,98.44,0,0,0,2,5.54,98.92
1.31,0,0+0.00,0,0,0,-2,5.21,94.82,0,0,0,0,5.46,98.46,0,0,0,2,5.61,98.92
1.22,0,0+0.00,0,0,0,-2,5.24,94.84,0,0,0,0,5.45,98.47,0,0,0,2,5.58,98.93
1.22,0,0+0.00,0,0,0,-2,5.2,94.85,0,0,0,0,5.52,98.49,0,0,0,2,5.57,98.94
1.22,0,0+0.00,0,0,0,-2,5.21,94.85,0,0,0,0,5.49,98.51,0,0,0,2,5.64,98.96
1.22,0,0+0.00,0,0,0,-2,5.21,94.85,0,0,0,0,5.47,98.47,0,0,0,2,5.67,98.96
1.22,0,0+0.00,0,0,0,-2,5.15,94.85,0,0,0,0,5.43,98.47,0,0,0,2,5.64,98.97
1.22,0,0+0.00,0,0,0,-2,5.15,94.84,0,0,0,0,5.47,98.49,0,0,0,2,5.64,98.98
1.11,0,0+0.00,0,0,0,-2,5.17,94.85,0,0,0,0,5.45,98.49,0,0,0,2,5.55,99
1.11,0,0+0.00,0,0,0,-2,5.11,94.79,0,0,0,0,5.46,98.47,0,0,0,2,5.6,99.01
1.11,0,0+0.00,0,0,0,-2,5.17,94.79,0,0,0,0,5.45,98.49,0,0,0,2,5.55,99.02
1.11,0,0+0.00,0,0,0,-2,5.19,94.79,0,0,0,0,5.44,98.5,0,0,0,2,5.58,99.04
1.11,0,0+0.00,0,0,0,-2,5.22,94.77,0,0,0,0,5.56,98.49,0,0,0,2,5.57,99.05
1.11,0,0+0.00,0,0,0,-2,5.17,94.78,0,0,0,0,5.45,98.51,0,0,0,2,5.57,99.05
1.11,0,0+0.00,0,0,0,-2,5.18,94.79,0,0,0,0,5.39,98.53,0,0,0,2,5.66,99.06
1.01,0,0+0.00,0,0,0,-2,5.21,94.78,0,0,0,0,5.46,98.49,0,0,0,2,5.54,99.08
1.01,0,0+0.00,0,0,0,-2,5.17,94.79,0,0,0,0,5.5,98.51,0,0,0,2,5.62,99.09
1.01,0,0+0.00,0,0,0,-2,5.18,94.8,0,0,0,0,5.43,98.53,0,0,0,2,5.49,99.11
1.01,0,0+0.00,0,0,0,-2,5.21,94.82,0,0,0,0,5.58,98.51,0,0,0,2,5.53,99.13
1.01,0,0+0.00,0,0,0,-2,5.19,94.83,0,0,0,0,5.46,98.48,0,0,0,2,5.55,99.08
1.01,0,0+0.00,0,0,0,-2,5.14,94.84,0,0,0,0,5.44,98.48,0,0,0,2,5.55,99.1
0.91,0,0+0.00,0,0,0,-2,5.2,94.85,0,0,0,0,5.43,98.49,0,0,0,2,5.49,99.12
0.91,0,0+0.00,0,0,0,-2,5.19,94.87,0,0,0,0,5.45,98.51,0,0,0,2,5.49,99.14
0.91,0,0+0.00,0,0,0,-2,5.18,94.85,0,0,0,0,5.43,98.5,0,0,0,2,5.52,99.16
0.91,0,0+0.00,0,0,0,-2,5.17,94.87,0,0,0,0,5.42,98.52,0,0,0,2,5.5,99.18
0.91,0,0+0.00,0,0,0,-2,5.13,94.85,0,0,0,0,5.41,98.53,0,0,0,2,5.54,99.2
0.91,0,0+0.00,0,0,0,-2,5.13,94.85,0,0,0,0,5.4,98.5,0,0,0,2,5.58,99.22
0.81,0,0+0.00,0,0,0,-2,5.18,94.86,0,0,0,0,5.43,98.53,0,0,0,2,5.49,99.24
0.81,0,0+0.00,0,0,0,-2,5.18,94.87,0,0,0,0,5.39,98.55,0,0,0,2,5.49,99.26
0.81,0,0+0.00,0,0,0,-2,5.16,94.87,0,0,0,0,5.39,98.54,0,0,0,2,5.52,99.28
0.81,0,0+0.00,0,0,0,-2,5.2,94.87,0,0,0,0,5.37,98.56,0,0,0,2,5.51,99.29
0.81,0,0+0.00,0,0,0,-2,5.15,94.89,0,0,0,0,5.34,98.58,0,0,0,2,5.47,99.31
0.81,0,0+0.00,0,0,0,-2,5.13,94.8,0,0,0,0,5.42,98.58,0,0,0,2,5.56,99.31
0.81,0,0+0.00,0,0,0,-2,5.19,94.78,0,0,0,0,5.36,98.61,0,0,0,2,5.51,99.34
0.72,0,0+0.00,0,0,0,-2,5.16,94.79,0,0,0,0,5.32,98.61,0,0,0,2,5.44,99.36
0.72,0,0+0.00,0,0,0,-2,5.19,94.79,0,0,0,0,5.35,98.6,0,0,0,2,5.43,99.38
0.72,0,0+0.00,0,0,0,-2,5.2,94.8,0,0,0,0,5.38,98.59,0,0,0,2,5.48,99.39
0.72,0,0+0.00,0,0,0,-2,5.17,94.82,0,0,0,0,5.46,98.61,0,0,0,2,5.48,99.42
0.72,0,0+0.00,0,0,0,-2,5.25,94.83,0,0,0,0,5.41,98.63,0,0,0,2,5.48,99.44
0.72,0,0+0.00,0,0,0,-2,5.19,94.85,0,0,0,0,5.38,98.66,0,0,0,2,5.52,99.45
0.61,0,0+0.00,0,0,0,-2,5.2,94.86,0,0,0,0,5.44,98.68,0,0,0,2,5.49,99.47
0.61,0,0+0.00,0,0,0,-2,5.23,94.88,0,0,0,0,5.4,98.7,0,0,0,2,5.56,99.49
0.61,0,0+0.00,0,0,0,-2,5.2,94.89,0,0,0,0,5.46,98.72,0,0,0,2,5.54,99.51
0.61,0,0+0.00,0,0,0,-2,5.17,94.89,0,0,0,0,5.4,98.75,0,0,0,2,5.54,99.53
0.61,0,0+0.00,0,0,0,-2,5.19,94.91,0,0,0,0,5.42,98.77,0,0,0,2,5.59,99.54
0.61,0,0+0.00,0,0,0,-2,5.22,94.92,0,0,0,0,5.42,98.76,0,0,0,2,5.72,99.56
0.61,0,0+0.00,0,0,0,-2,5.22,94.94,0,0,0,0,5.4,98.78,0,0,0,2,5.55,99.58
0.52,0,0+0.00,0,0,0,-2,5.17,94.95,0,0,0,0,5.4,98.8,0,0,0,2,5.63,99.58
0.52,0,0+0.00,0,0,0,-2,5.25,94.89,0,0,0,0,5.39,98.77,0,0,0,2,5.58,99.6
0.52,0,0+0.00,0,0,0,-2,5.26,94.87,0,0,0,0,5.46,98.8,0,0,0,2,5.56,99.6
0.52,0,0+0.00,0,0,0,-2,5.18,94.89,0,0,0,0,5.43,98.81,0,0,0,2,5.55,99.62
0.52,0,0+0.00,0,0,0,-2,5.16,94.9,0,0,0,0,5.37,98.81,0,0,0,2,5.55,99.64
0.52,0,0+0.00,0,0,0,-2,5.21,94.91,0,0,0,0,5.47,98.84,0,0,0,2,5.59,99.66
0.41,0,0+0.00,0,0,0,-2,5.19,94.91,0,0,0,0,5.45,98.86,0,0,0,2,5.52,99.69
0.41,0,0+0.00,0,0,0,-2,5.2,94.92,0,0,0,0,5.42,98.88,0,0,0,2,5.53,99.7
0.41,0,0+0.00,0,0,0,-2,5.23,94.93,0,0,0,0,5.41,98.88,0,0,0,2,5.53,99.72
0.41,0,0+0.00,0,0,0,-2,5.25,94.95,0,0,0,0,5.53,98.91,0,0,0,2,5.51,99.75
0.41,0,0+0.00,0,0,0,-2,5.22,94.95,0,0,0,0,5.39,98.92,0,0,0,2,5.55,99.77
0.41,0,0+0.00,0,0,0,-2,5.16,94.97,0,0,0,0,5.39,98.95,0,0,0,2,5.51,99.79
0.31,0,0+0.00,0,0,0,-2,5.22,94.99,0,0,0,0,5.42,98.95,0,0,0,2,5.55,99.81
0.31,0,0+0.00,0,0,0,-2,5.19,95,0,0,0,0,5.44,98.98,0,0,0,2,5.52,99.82
0.31,0,0+0.00,0,0,0,-2,5.23,95.02,0,0,0,0,5.46,99,0,0,0,2,5.55,99.85
0.31,0,0+0.00,0,0,0,-2,5.12,95.02,0,0,0,0,5.45,99.03,0,0,0,2,5.55,99.87
0.31,0,0+0.00,0,0,0,-2,5.18,94.95,0,0,0,0,5.37,99.04,0,0,0,2,5.53,99.89
0.31,0,0+0.00,0,0,0,-2,5.19,94.97,0,0,0,0,5.44,99.06,0,0,0,2,5.57,99.89
0.31,0,0+0.00,0,0,0,-2,5.26,94.98,0,0,0,0,5.44,99.09,0,0,0,2,5.58,99.91
0.2,0,0+0.00,0,0,0,-2,5.21,94.99,0,0,0,0,5.43,99.11,0,0,0,2,5.6,99.93
0.2,0,0+0.00,0,0,0,-2,5.22,95.01,0,0,0,0,5.48,99.09,0,0,0,2,5.6,99.95
0.2,0,0+0.00,0,0,0,-2,5.25,95.02,0,0,0,0,5.46,99.08,0,0,0,2,5.6,99.87
0.2,0,0+0.00,0,0,0,-2,5.22,95.04,0,0,0,0,5.42,99.1,0,0,0,2,5.53,99.89
0.2,0,0+0.00,0,0,0,-2,5.21,95.03,0,0,0,0,5.45,99.1,0,0,0,2,5.63,99.92
0.2,0,0+0.00,0,0,0,-2,5.13,95.05,0,0,0,0,5.45,99.12,0,0,0,2,5.52,99.93
0.11,0,0+0.00,0,0,0,-2,5.12,95.07,0,0,0,0,5.41,99.12,0,0,0,2,5.57,99.96
0.11,0,0+0.00,0,0,0,-2,5.25,95.06,0,0,0,0,5.4,99.14,0,0,0,2,5.58,99.97
0.11,0,0+0.00,0,0,0,-2,5.19,95.08,0,0,0,0,5.4,99.01,0,0,0,2,5.48,99.98
0.11,0,0+0.00,0,0,0,-2,5.14,95.09,0,0,0,0,5.36,99.02,0,0,0,2,5.55,100
0.11,0,0+0.00,0,0,0,-2,5.17,95.1,0,0,0,0,5.43,99.05,0,0,0,2,5.57,99.99
0.11,0,0+0.00,0,0,0,-2,5.19,95.11,0,0,0,0,5.4,99.07,0,0,0,2,5.45,99.97
0.11,0,0+0.00,0,0,0,-2,5.18,95.13,0,0,0,0,5.41,99.1,0,0,0,2,5.55,99.98
0,0,0+0.00,0,0,0,-2,5.18,95.04,0,0,0,0,5.42,99.1,0,0,0,2,5.56,99.98
0,0,0+0.00,0,0,0,-2,5.17,95.04,0,0,0,0,5.44,99.13,0,0,0,2,5.57,99.96
0,0,0+0.00,0,0,0,-2,5.17,95.05,0,0,0,0,5.44,99.15,0,0,0,2,5.57,99.94
0,0,0+0.00,0,0,0,-2,5.17,95.05,0,0,0,0,5.44,99.17,0,0,0,2,5.57,99.91
