RDM Export File,,,,,,,,,,,,,,,,,,
Project Name: Booboo,,,,,,,,,,,,,,,,,,
Project Location: ,,,,,,,,,,,,,,,,,,
Operator: tyler,,,,,,,,,,,,,,,,,,
Project Comments: ,,,,,,,,,,,,,,,,,,
Y-Coordinate Reference: ,,,,,,,,,,,,,,,,,,
Y-Coordinate Reference Side: Right,,,,,,,,,,,,,,,,,,
Y-Offset from Reference (ft): 0,,,,,,,,,,,,,,,,,,
File Name: Sample1,,,,,,,,,,,,,,,,,,
Creation Date and Time: 2017-05-08.10:06:48,,,,,,,,,,,,,,,,,,
File Comments: sb,,,,,,,,,,,,,,,,,,
Moving Average Window Size (ft): 0.50,,,,,,,,,,,,,,,,,,
Output Interval (ft): 0.50,,,,,,,,,,,,,,,,,,
Scan#, Longitude (°), Latitude (°), Elevation (m),Y-Coord (ft),Dielectric,Signal Quality,Longitude (°), Latitude (°), Elevation (m),Y-Coord (ft),Dielectric,Signal Quality,Longitude (°), Latitude (°), Elevation (m),Y-Coord (ft),Dielectric,Signal Quality
38,-97.45397253,31.64919011,216.9,2.75,5.26,96.08,-97.45397733,31.64918517,216.9,0,5.17,96.47,-97.45398214,31.64918023,216.9,-2.75,5.26,97.38
39,-97.45397253,31.64919011,216.9,2.75,5.21,96.06,-97.45397733,31.64918517,216.9,0,5.19,96.46,-97.45398214,31.64918023,216.9,-2.75,5.22,97.36
40,-97.45397253,31.64919011,216.9,2.75,5.2,96.07,-97.45397733,31.64918517,216.9,0,5.17,96.45,-97.45398214,31.64918023,216.9,-2.75,5.21,97.35
41,-97.45397253,31.64919011,216.9,2.75,5.34,96.05,-97.45397733,31.64918517,216.9,0,5.16,96.45,-97.45398214,31.64918023,216.9,-2.75,5.2,97.32
42,-97.45397253,31.64919011,216.9,2.75,5.22,96.05,-97.45397733,31.64918517,216.9,0,5.23,96.43,-97.45398214,31.64918023,216.9,-2.75,5.25,97.32
43,-97.45397253,31.64919011,216.9,2.75,5.27,96.05,-97.45397733,31.64918517,216.9,0,5.15,96.41,-97.45398214,31.64918023,216.9,-2.75,5.19,97.31
44,-97.45397253,31.64919011,216.9,2.75,5.21,96.05,-97.45397733,31.64918517,216.9,0,5.19,96.39,-97.45398214,31.64918023,216.9,-2.75,5.25,97.32
45,-97.45397253,31.64919011,216.9,2.75,5.27,96.07,-97.45397733,31.64918517,216.9,0,5.13,96.39,-97.45398214,31.64918023,216.9,-2.75,5.28,97.3
46,-97.45397253,31.64919011,216.9,2.75,5.27,96.05,-97.45397733,31.64918517,216.9,0,5.18,96.38,-97.45398214,31.64918023,216.9,-2.75,5.29,97.29
47,-97.45397253,31.64919011,216.9,2.75,5.26,96.04,-97.45397733,31.64918517,216.9,0,5.17,96.36,-97.45398214,31.64918023,216.9,-2.75,5.17,97.27
48,-97.45397253,31.64919011,216.9,2.75,5.22,96.02,-97.45397733,31.64918517,216.9,0,5.21,96.37,-97.45398214,31.64918023,216.9,-2.75,5.29,97.32
49,-97.45397253,31.64919011,216.9,2.75,5.28,96.02,-97.45397733,31.64918517,216.9,0,5.21,96.35,-97.45398214,31.64918023,216.9,-2.75,5.27,97.3
50,-97.45397253,31.64919011,216.9,2.75,5.26,96.01,-97.45397733,31.64918517,216.9,0,5.15,96.33,-97.45398214,31.64918023,216.9,-2.75,5.27,97.28
51,-97.45397253,31.64919011,216.9,2.75,5.21,96,-97.45397733,31.64918517,216.9,0,5.14,96.31,-97.45398214,31.64918023,216.9,-2.75,5.31,97.26
52,-97.45397253,31.64919011,216.9,2.75,5.28,95.98,-97.45397733,31.64918517,216.9,0,5.22,96.29,-97.45398214,31.64918023,216.9,-2.75,5.27,97.25
53,-97.45397253,31.64919011,216.9,2.75,5.22,96,-97.45397733,31.64918517,216.9,0,5.17,96.28,-97.45398214,31.64918023,216.9,-2.75,5.21,97.24
54,-97.45397253,31.64919011,216.9,2.75,5.26,95.99,-97.45397733,31.64918517,216.9,0,5.11,96.26,-97.45398214,31.64918023,216.9,-2.75,5.17,97.23
55,-97.45397253,31.64919011,216.9,2.75,5.26,95.98,-97.45397733,31.64918517,216.9,0,5.22,96.26,-97.45398214,31.64918023,216.9,-2.75,5.2,97.23
56,-97.45397253,31.64919011,216.9,2.75,5.19,95.99,-97.45397733,31.64918517,216.9,0,5.09,96.25,-97.45398214,31.64918023,216.9,-2.75,5.26,97.21
57,-97.45397253,31.64919011,216.9,2.75,5.26,95.98,-97.45397733,31.64918517,216.9,0,5.16,96.24,-97.45398214,31.64918023,216.9,-2.75,5.26,97.19
58,-97.45397253,31.64919011,216.9,2.75,5.29,95.97,-97.45397733,31.64918517,216.9,0,5.13,96.28,-97.45398214,31.64918023,216.9,-2.75,5.23,97.18
59,-97.45397253,31.64919011,216.9,2.75,5.24,95.96,-97.45397733,31.64918517,216.9,0,5.19,96.26,-97.45398214,31.64918023,216.9,-2.75,5.18,97.16
60,-97.45397253,31.64919011,216.9,2.75,5.33,96.01,-97.45397733,31.64918517,216.9,0,5.18,96.25,-97.45398214,31.64918023,216.9,-2.75,5.19,97.14
61,-97.45397253,31.64919011,216.9,2.75,5.21,96.04,-97.45397733,31.64918517,216.9,0,5.19,96.26,-97.45398214,31.64918023,216.9,-2.75,5.19,97.12
62,-97.45397253,31.64919011,216.9,2.75,5.27,96.08,-97.45397733,31.64918517,216.9,0,5.22,96.24,-97.45398214,31.64918023,216.9,-2.75,5.28,97.12
63,-97.45397253,31.64919011,216.9,2.75,5.27,96.06,-97.45397733,31.64918517,216.9,0,5.3,96.22,-97.45398214,31.64918023,216.9,-2.75,5.28,97.12
64,-97.45397253,31.64919011,216.9,2.75,5.23,96.07,-97.45397733,31.64918517,216.9,0,5.27,96.21,-97.45398214,31.64918023,216.9,-2.75,5.26,97.11
65,-97.45397253,31.64919011,216.9,2.75,5.22,96.07,-97.45397733,31.64918517,216.9,0,5.17,96.22,-97.45398214,31.64918023,216.9,-2.75,5.28,97.1
66,-97.45397253,31.64919011,216.9,2.75,5.22,96.06,-97.45397733,31.64918517,216.9,0,5.18,96.27,-97.45398214,31.64918023,216.9,-2.75,5.27,97.08
67,-97.45397253,31.64919011,216.9,2.75,5.24,96.06,-97.45397733,31.64918517,216.9,0,5.16,96.31,-97.45398214,31.64918023,216.9,-2.75,5.26,97.09
68,-97.45397253,31.64919011,216.9,2.75,5.23,96.05,-97.45397733,31.64918517,216.9,0,5.2,96.29,-97.45398214,31.64918023,216.9,-2.75,5.2,97.07
69,-97.45397253,31.64919011,216.9,2.75,5.27,96.05,-97.45397733,31.64918517,216.9,0,5.14,96.3,-97.45398214,31.64918023,216.9,-2.75,5.19,97.1
70,-97.45397253,31.64919011,216.9,2.75,5.25,96.03,-97.45397733,31.64918517,216.9,0,5.21,96.31,-97.45398214,31.64918023,216.9,-2.75,5.19,97.13
71,-97.45397253,31.64919011,216.9,2.75,5.24,96.02,-97.45397733,31.64918517,216.9,0,5.19,96.29,-97.45398214,31.64918023,216.9,-2.75,5.24,97.13
72,-97.45397253,31.64919011,216.9,2.75,5.26,96.01,-97.45397733,31.64918517,216.9,0,5.17,96.31,-97.45398214,31.64918023,216.9,-2.75,5.24,97.11
73,-97.45397253,31.64919011,216.9,2.75,5.26,96,-97.45397733,31.64918517,216.9,0,5.23,96.33,-97.45398214,31.64918023,216.9,-2.75,5.21,97.09
74,-97.45397253,31.64919011,216.9,2.75,5.28,96,-97.45397733,31.64918517,216.9,0,5.2,96.38,-97.45398214,31.64918023,216.9,-2.75,5.29,97.09
75,-97.45397253,31.64919011,216.9,2.75,5.31,95.99,-97.45397733,31.64918517,216.9,0,5.25,96.41,-97.45398214,31.64918023,216.9,-2.75,5.26,97.09
76,-97.45397253,31.64919011,216.9,2.75,5.28,95.99,-97.45397733,31.64918517,216.9,0,5.3,96.42,-97.45398214,31.64918023,216.9,-2.75,5.35,97.13
77,-97.45397253,31.64919011,216.9,2.75,5.25,95.99,-97.45397733,31.64918517,216.9,0,5.21,96.41,-97.45398214,31.64918023,216.9,-2.75,5.35,97.13
78,-97.45397253,31.64919011,216.9,2.75,5.22,96,-97.45397733,31.64918517,216.9,0,5.22,96.4,-97.45398214,31.64918023,216.9,-2.75,5.29,97.12
79,-97.45397253,31.64919011,216.9,2.75,5.29,95.99,-97.45397733,31.64918517,216.9,0,5.21,96.38,-97.45398214,31.64918023,216.9,-2.75,5.29,97.11
80,-97.45397253,31.64919011,216.9,2.75,5.29,95.98,-97.45397733,31.64918517,216.9,0,5.24,96.36,-97.45398214,31.64918023,216.9,-2.75,5.27,97.11
81,-97.45397253,31.64919011,216.9,2.75,5.24,95.98,-97.45397733,31.64918517,216.9,0,5.23,96.36,-97.45398214,31.64918023,216.9,-2.75,5.22,97.1
82,-97.45397253,31.64919011,216.9,2.75,5.28,95.99,-97.45397733,31.64918517,216.9,0,5.2,96.36,-97.45398214,31.64918023,216.9,-2.75,5.25,97.09
83,-97.45397253,31.64919011,216.9,2.75,5.31,95.98,-97.45397733,31.64918517,216.9,0,5.19,96.38,-97.45398214,31.64918023,216.9,-2.75,5.2,97.07
84,-97.45397253,31.64919011,216.9,2.75,5.24,95.96,-97.45397733,31.64918517,216.9,0,5.2,96.37,-97.45398214,31.64918023,216.9,-2.75,5.12,97.06
85,-97.45397253,31.64919011,216.9,2.75,5.25,95.95,-97.45397733,31.64918517,216.9,0,5.28,96.36,-97.45398214,31.64918023,216.9,-2.75,5.27,97.05
86,-97.45397253,31.64919011,216.9,2.75,5.25,95.94,-97.45397733,31.64918517,216.9,0,5.21,96.35,-97.45398214,31.64918023,216.9,-2.75,5.32,97.06
87,-97.45397253,31.64919011,216.9,2.75,5.27,95.96,-97.45397733,31.64918517,216.9,0,5.25,96.36,-97.45398214,31.64918023,216.9,-2.75,5.29,97.06
88,-97.45397253,31.64919011,216.9,2.75,5.23,95.95,-97.45397733,31.64918517,216.9,0,5.18,96.39,-97.45398214,31.64918023,216.9,-2.75,5.29,97.08
89,-97.45397253,31.64919011,216.9,2.75,5.24,95.94,-97.45397733,31.64918517,216.9,0,5.23,96.38,-97.45398214,31.64918023,216.9,-2.75,5.38,97.07
90,-97.45397253,31.64919011,216.9,2.75,5.22,95.93,-97.45397733,31.64918517,216.9,0,5.19,96.36,-97.45398214,31.64918023,216.9,-2.75,5.29,97.06
91,-97.45397253,31.64919011,216.9,2.75,5.26,95.94,-97.45397733,31.64918517,216.9,0,5.23,96.35,-97.45398214,31.64918023,216.9,-2.75,5.35,97.04
92,-97.45397253,31.64919011,216.9,2.75,5.23,95.93,-97.45397733,31.64918517,216.9,0,5.19,96.35,-97.45398214,31.64918023,216.9,-2.75,5.34,97.03
93,-97.45397253,31.64919011,216.9,2.75,5.29,95.92,-97.45397733,31.64918517,216.9,0,5.23,96.33,-97.45398214,31.64918023,216.9,-2.75,5.31,97.01
94,-97.45397253,31.64919011,216.9,2.75,5.26,95.91,-97.45397733,31.64918517,216.9,0,5.21,96.33,-97.45398214,31.64918023,216.9,-2.75,5.31,97.02
95,-97.45397253,31.64919011,216.9,2.75,5.31,95.9,-97.45397733,31.64918517,216.9,0,5.16,96.36,-97.45398214,31.64918023,216.9,-2.75,5.22,97.02
96,-97.45397253,31.64919011,216.9,2.75,5.3,95.89,-97.45397733,31.64918517,216.9,0,5.16,96.34,-97.45398214,31.64918023,216.9,-2.75,5.19,97
97,-97.45397253,31.64919011,216.9,2.75,5.31,95.9,-97.45397733,31.64918517,216.9,0,5.14,96.34,-97.45398214,31.64918023,216.9,-2.75,5.19,96.99
98,-97.45397253,31.64919011,216.9,2.75,5.28,95.89,-97.45397733,31.64918517,216.9,0,5.14,96.32,-97.45398214,31.64918023,216.9,-2.75,5.26,96.98
99,-97.45397253,31.64919011,216.9,2.75,5.25,95.89,-97.45397733,31.64918517,216.9,0,5.15,96.31,-97.45398214,31.64918023,216.9,-2.75,5.26,96.98
100,-97.45397253,31.64919011,216.9,2.75,5.3,95.88,-97.45397733,31.64918517,216.9,0,5.16,96.41,-97.45398214,31.64918023,216.9,-2.75,5.31,96.96
101,-97.45397253,31.64919011,216.9,2.75,5.28,95.85,-97.45397733,31.64918517,216.9,0,5.21,96.42,-97.45398214,31.64918023,216.9,-2.75,5.31,96.81
102,-97.45397253,31.64919011,216.9,2.75,5.27,95.82,-97.45397733,31.64918517,216.9,0,5.27,96.29,-97.45398214,31.64918023,216.9,-2.75,5.4,96.58
103,-97.45397253,31.64919011,216.9,2.75,5.21,95.78,-97.45397733,31.64918517,216.9,0,5.17,96.3,-97.45398214,31.64918023,216.9,-2.75,5.42,96.51
104,-97.45397253,31.64919011,216.9,2.75,5.23,95.76,-97.45397733,31.64918517,216.9,0,5.18,96.26,-97.45398214,31.64918023,216.9,-2.75,5.41,96.51
105,-97.45397253,31.64919011,216.9,2.75,5.22,95.76,-97.45397733,31.64918517,216.9,0,5.21,96.25,-97.45398214,31.64918023,216.9,-2.75,5.37,96.48
106,-97.45397253,31.64919011,216.9,2.75,5.24,95.76,-97.45397733,31.64918517,216.9,0,5.18,96.18,-97.45398214,31.64918023,216.9,-2.75,5.42,96.27
107,-97.45397253,31.64919011,216.9,2.75,5.22,95.78,-97.45397733,31.64918517,216.9,0,5.19,96.14,-97.45398214,31.64918023,216.9,-2.75,5.25,96.27
108,-97.45397253,31.64919011,216.9,2.75,5.3,95.74,-97.45397733,31.64918517,216.9,0,5.13,96.13,-97.45398214,31.64918023,216.9,-2.75,5.28,96.22
109,-97.45397253,31.64919011,216.9,2.75,5.22,95.81,-97.45397733,31.64918517,216.9,0,5.17,96.13,-97.45398214,31.64918023,216.9,-2.75,5.25,96.21
110,-97.45397253,31.64919011,216.9,2.75,5.29,95.77,-97.45397733,31.64918517,216.9,0,5.17,96.13,-97.45398214,31.64918023,216.9,-2.75,5.24,96.21
111,-97.45397253,31.64919011,216.9,2.75,5.23,95.76,-97.45397733,31.64918517,216.9,0,5.18,96.08,-97.45398214,31.64918023,216.9,-2.75,5.25,96.18
112,-97.45397253,31.64919011,216.9,2.75,5.24,95.76,-97.45397733,31.64918517,216.9,0,5.18,96.04,-97.45398214,31.64918023,216.9,-2.75,5.26,96.16
113,-97.45397253,31.64919011,216.9,2.75,5.22,95.73,-97.45397733,31.64918517,216.9,0,5.15,96.05,-97.45398214,31.64918023,216.9,-2.75,5.23,96.06
114,-97.45397253,31.64919011,216.9,2.75,5.23,95.69,-97.45397733,31.64918517,216.9,0,5.16,96.05,-97.45398214,31.64918023,216.9,-2.75,5.2,96.06
115,-97.45397253,31.64919011,216.9,2.75,5.24,95.68,-97.45397733,31.64918517,216.9,0,5.21,96.15,-97.45398214,31.64918023,216.9,-2.75,5.36,96.05
116,-97.45397253,31.64919011,216.9,2.75,5.19,95.68,-97.45397733,31.64918517,216.9,0,5.19,96.16,-97.45398214,31.64918023,216.9,-2.75,5.37,95.97
117,-97.45397253,31.64919011,216.9,2.75,5.14,95.72,-97.45397733,31.64918517,216.9,0,5.23,96.14,-97.45398214,31.64918023,216.9,-2.75,5.37,95.97
118,-97.45397253,31.64919011,216.9,2.75,5.23,95.67,-97.45397733,31.64918517,216.9,0,5.16,96.13,-97.45398214,31.64918023,216.9,-2.75,5.31,95.93
119,-97.45397253,31.64919011,216.9,2.75,5.22,95.67,-97.45397733,31.64918517,216.9,0,5.18,96.14,-97.45398214,31.64918023,216.9,-2.75,5.34,95.94
120,-97.45397253,31.64919011,216.9,2.75,5.24,95.67,-97.45397733,31.64918517,216.9,0,5.17,96.18,-97.45398214,31.64918023,216.9,-2.75,5.34,95.89
121,-97.45397253,31.64919011,216.9,2.75,5.26,95.67,-97.45397733,31.64918517,216.9,0,5.22,96.19,-97.45398214,31.64918023,216.9,-2.75,5.31,95.89
122,-97.45397253,31.64919011,216.9,2.75,5.28,95.69,-97.45397733,31.64918517,216.9,0,5.24,96.17,-97.45398214,31.64918023,216.9,-2.75,5.25,95.86
123,-97.45397253,31.64919011,216.9,2.75,5.24,95.68,-97.45397733,31.64918517,216.9,0,5.16,96.25,-97.45398214,31.64918023,216.9,-2.75,5.28,95.85
124,-97.45397253,31.64919011,216.9,2.75,5.18,95.65,-97.45397733,31.64918517,216.9,0,5.19,96.31,-97.45398214,31.64918023,216.9,-2.75,5.22,95.86
125,-97.45397253,31.64919011,216.9,2.75,5.25,95.65,-97.45397733,31.64918517,216.9,0,5.17,96.27,-97.45398214,31.64918023,216.9,-2.75,5.27,95.82
126,-97.45397253,31.64919011,216.9,2.75,5.26,95.66,-97.45397733,31.64918517,216.9,0,5.2,96.27,-97.45398214,31.64918023,216.9,-2.75,5.29,95.76
127,-97.45397253,31.64919011,216.9,2.75,5.25,95.66,-97.45397733,31.64918517,216.9,0,5.22,96.27,-97.45398214,31.64918023,216.9,-2.75,5.29,95.72
128,-97.45397253,31.64919011,216.9,2.75,5.28,95.67,-97.45397733,31.64918517,216.9,0,5.19,96.26,-97.45398214,31.64918023,216.9,-2.75,5.31,95.65
129,-97.45397253,31.64919011,216.9,2.75,5.26,95.71,-97.45397733,31.64918517,216.9,0,5.21,96.13,-97.45398214,31.64918023,216.9,-2.75,5.33,95.55
130,-97.45397253,31.64919011,216.9,2.75,5.2,95.72,-97.45397733,31.64918517,216.9,0,5.17,96.12,-97.45398214,31.64918023,216.9,-2.75,5.35,95.53
131,-97.45397253,31.64919011,216.9,2.75,5.25,95.7,-97.45397733,31.64918517,216.9,0,5.17,96.14,-97.45398214,31.64918023,216.9,-2.75,5.33,95.54
132,-97.45397253,31.64919011,216.9,2.75,5.26,95.65,-97.45397733,31.64918517,216.9,0,5.19,96.13,-97.45398214,31.64918023,216.9,-2.75,5.37,95.55
133,-97.45397253,31.64919011,216.9,2.75,5.25,95.62,-97.45397733,31.64918517,216.9,0,5.18,96.13,-97.45398214,31.64918023,216.9,-2.75,5.37,95.56
134,-97.45397253,31.64919011,216.9,2.75,5.32,95.63,-97.45397733,31.64918517,216.9,0,5.22,96.13,-97.45398214,31.64918023,216.9,-2.75,5.27,95.54
135,-97.45397253,31.64919011,216.9,2.75,5.32,95.65,-97.45397733,31.64918517,216.9,0,5.22,96.11,-97.45398214,31.64918023,216.9,-2.75,5.22,95.49
136,-97.45397253,31.64919011,216.9,2.75,5.22,95.66,-97.45397733,31.64918517,216.9,0,5.21,96.11,-97.45398214,31.64918023,216.9,-2.75,5.21,95.49
137,-97.45397253,31.64919011,216.9,2.75,5.28,95.65,-97.45397733,31.64918517,216.9,0,5.19,96.12,-97.45398214,31.64918023,216.9,-2.75,5.28,95.49
138,-97.45397253,31.64919011,216.9,2.75,5.26,95.64,-97.45397733,31.64918517,216.9,0,5.2,96.12,-97.45398214,31.64918023,216.9,-2.75,5.24,95.48
139,-97.45397253,31.64919011,216.9,2.75,5.24,95.66,-97.45397733,31.64918517,216.9,0,5.16,96.09,-97.45398214,31.64918023,216.9,-2.75,5.24,95.45
140,-97.45397253,31.64919011,216.9,2.75,5.21,95.62,-97.45397733,31.64918517,216.9,0,5.17,96.09,-97.45398214,31.64918023,216.9,-2.75,5.22,95.46
